Auction ID,Product,Delivery Start,Delivery End,Clearing Price
914,DCH,2025-01-05T19:00:00,2025-01-05T23:00:00,2.74
914,DCL,2025-01-04T23:00:00,2025-01-05T03:00:00,2.3
914,DCL,2025-01-05T03:00:00,2025-01-05T07:00:00,1.46
914,DCL,2025-01-05T07:00:00,2025-01-05T11:00:00,1.88
914,DCL,2025-01-05T11:00:00,2025-01-05T15:00:00,1.71
914,DCL,2025-01-05T15:00:00,2025-01-05T19:00:00,2.08
914,DCL,2025-01-05T19:00:00,2025-01-05T23:00:00,4.2
916,DCH,2025-01-05T23:00:00,2025-01-06T03:00:00,2.92
916,DCH,2025-01-06T03:00:00,2025-01-06T07:00:00,9.75
916,DCH,2025-01-06T07:00:00,2025-01-06T11:00:00,3.72
916,DCH,2025-01-06T11:00:00,2025-01-06T15:00:00,2.95
916,DCH,2025-01-06T15:00:00,2025-01-06T19:00:00,8.12
916,DCH,2025-01-06T19:00:00,2025-01-06T23:00:00,5.12
916,DCL,2025-01-05T23:00:00,2025-01-06T03:00:00,2.4
916,DCL,2025-01-06T03:00:00,2025-01-06T07:00:00,3.96
916,DCL,2025-01-06T07:00:00,2025-01-06T11:00:00,3.57
916,DCL,2025-01-06T11:00:00,2025-01-06T15:00:00,1.87
916,DCL,2025-01-06T15:00:00,2025-01-06T19:00:00,7.08
916,DCL,2025-01-06T19:00:00,2025-01-06T23:00:00,3.44
918,DCH,2025-01-06T23:00:00,2025-01-07T03:00:00,2.25
918,DCH,2025-01-07T03:00:00,2025-01-07T07:00:00,9.71
918,DCH,2025-01-07T07:00:00,2025-01-07T11:00:00,1.51
918,DCH,2025-01-07T11:00:00,2025-01-07T15:00:00,2.69
918,DCH,2025-01-07T15:00:00,2025-01-07T19:00:00,5.97
918,DCH,2025-01-07T19:00:00,2025-01-07T23:00:00,0.88
918,DCL,2025-01-06T23:00:00,2025-01-07T03:00:00,2.25
918,DCL,2025-01-07T03:00:00,2025-01-07T07:00:00,1.25
918,DCL,2025-01-07T07:00:00,2025-01-07T11:00:00,4.33
918,DCL,2025-01-07T11:00:00,2025-01-07T15:00:00,2
918,DCL,2025-01-07T15:00:00,2025-01-07T19:00:00,7.68
918,DCL,2025-01-07T19:00:00,2025-01-07T23:00:00,2.58
920,DCH,2025-01-07T23:00:00,2025-01-08T03:00:00,6.25
920,DCH,2025-01-08T03:00:00,2025-01-08T07:00:00,3.5
920,DCH,2025-01-08T07:00:00,2025-01-08T11:00:00,3.7
920,DCH,2025-01-08T11:00:00,2025-01-08T15:00:00,8.03
920,DCH,2025-01-08T15:00:00,2025-01-08T19:00:00,11.36
920,DCH,2025-01-08T19:00:00,2025-01-08T23:00:00,0.28
920,DCL,2025-01-07T23:00:00,2025-01-08T03:00:00,2.8
920,DCL,2025-01-08T03:00:00,2025-01-08T07:00:00,3.2
920,DCL,2025-01-08T07:00:00,2025-01-08T11:00:00,3.83
920,DCL,2025-01-08T11:00:00,2025-01-08T15:00:00,3.75
920,DCL,2025-01-08T15:00:00,2025-01-08T19:00:00,53.69
920,DCL,2025-01-08T19:00:00,2025-01-08T23:00:00,7
922,DCH,2025-01-08T23:00:00,2025-01-09T03:00:00,1.8
922,DCH,2025-01-09T03:00:00,2025-01-09T07:00:00,3.7
922,DCH,2025-01-09T07:00:00,2025-01-09T11:00:00,3.04
922,DCH,2025-01-09T11:00:00,2025-01-09T15:00:00,1.3
922,DCH,2025-01-09T15:00:00,2025-01-09T19:00:00,12.19
922,DCH,2025-01-09T19:00:00,2025-01-09T23:00:00,1.51
922,DCL,2025-01-08T23:00:00,2025-01-09T03:00:00,1.32
922,DCL,2025-01-09T03:00:00,2025-01-09T07:00:00,1.2
922,DCL,2025-01-09T07:00:00,2025-01-09T11:00:00,5.75
922,DCL,2025-01-09T11:00:00,2025-01-09T15:00:00,3.69
922,DCL,2025-01-09T15:00:00,2025-01-09T19:00:00,6.69
922,DCL,2025-01-09T19:00:00,2025-01-09T23:00:00,2.67
924,DCH,2025-01-09T23:00:00,2025-01-10T03:00:00,2.85
924,DCH,2025-01-10T03:00:00,2025-01-10T07:00:00,3.71
924,DCH,2025-01-10T07:00:00,2025-01-10T11:00:00,5.95
924,DCH,2025-01-10T11:00:00,2025-01-10T15:00:00,3.58
924,DCH,2025-01-10T15:00:00,2025-01-10T19:00:00,22.22
924,DCH,2025-01-10T19:00:00,2025-01-10T23:00:00,1.25
924,DCL,2025-01-09T23:00:00,2025-01-10T03:00:00,2.25
924,DCL,2025-01-10T03:00:00,2025-01-10T07:00:00,4.25
924,DCL,2025-01-10T07:00:00,2025-01-10T11:00:00,23.02
924,DCL,2025-01-10T11:00:00,2025-01-10T15:00:00,8.09
924,DCL,2025-01-10T15:00:00,2025-01-10T19:00:00,53.69
924,DCL,2025-01-10T19:00:00,2025-01-10T23:00:00,14.5
926,DCH,2025-01-10T23:00:00,2025-01-11T03:00:00,1.75
926,DCH,2025-01-11T03:00:00,2025-01-11T07:00:00,2.49
926,DCH,2025-01-11T07:00:00,2025-01-11T11:00:00,1
926,DCH,2025-01-11T11:00:00,2025-01-11T15:00:00,1.25
926,DCH,2025-01-11T15:00:00,2025-01-11T19:00:00,0.64
926,DCH,2025-01-11T19:00:00,2025-01-11T23:00:00,0.13
926,DCL,2025-01-10T23:00:00,2025-01-11T03:00:00,1.25
926,DCL,2025-01-11T03:00:00,2025-01-11T07:00:00,1.6
926,DCL,2025-01-11T07:00:00,2025-01-11T11:00:00,2.29
926,DCL,2025-01-11T11:00:00,2025-01-11T15:00:00,1.54
926,DCL,2025-01-11T15:00:00,2025-01-11T19:00:00,10.17
926,DCL,2025-01-11T19:00:00,2025-01-11T23:00:00,3.17
928,DCH,2025-01-11T23:00:00,2025-01-12T03:00:00,0.8
928,DCH,2025-01-12T03:00:00,2025-01-12T07:00:00,3
928,DCH,2025-01-12T07:00:00,2025-01-12T11:00:00,1.6
928,DCH,2025-01-12T11:00:00,2025-01-12T15:00:00,1.65
928,DCH,2025-01-12T15:00:00,2025-01-12T19:00:00,1
928,DCH,2025-01-12T19:00:00,2025-01-12T23:00:00,1.44
928,DCL,2025-01-11T23:00:00,2025-01-12T03:00:00,1.85
928,DCL,2025-01-12T03:00:00,2025-01-12T07:00:00,1.25
928,DCL,2025-01-12T07:00:00,2025-01-12T11:00:00,1.51
928,DCL,2025-01-12T11:00:00,2025-01-12T15:00:00,1.25
928,DCL,2025-01-12T15:00:00,2025-01-12T19:00:00,4.07
928,DCL,2025-01-12T19:00:00,2025-01-12T23:00:00,3.02
930,DCH,2025-01-12T23:00:00,2025-01-13T03:00:00,1.7
930,DCH,2025-01-13T03:00:00,2025-01-13T07:00:00,2.5
930,DCH,2025-01-13T07:00:00,2025-01-13T11:00:00,2
930,DCH,2025-01-13T11:00:00,2025-01-13T15:00:00,1.28
930,DCH,2025-01-13T15:00:00,2025-01-13T19:00:00,1.4
930,DCH,2025-01-13T19:00:00,2025-01-13T23:00:00,1.88
930,DCL,2025-01-12T23:00:00,2025-01-13T03:00:00,1.33
930,DCL,2025-01-13T03:00:00,2025-01-13T07:00:00,1.54
930,DCL,2025-01-13T07:00:00,2025-01-13T11:00:00,4.5
930,DCL,2025-01-13T11:00:00,2025-01-13T15:00:00,2.5
930,DCL,2025-01-13T15:00:00,2025-01-13T19:00:00,4.23
930,DCL,2025-01-13T19:00:00,2025-01-13T23:00:00,3.17
932,DCH,2025-01-13T23:00:00,2025-01-14T03:00:00,3.69
932,DCH,2025-01-14T03:00:00,2025-01-14T07:00:00,2.99
932,DCH,2025-01-14T07:00:00,2025-01-14T11:00:00,1.11
932,DCH,2025-01-14T11:00:00,2025-01-14T15:00:00,1.93
932,DCH,2025-01-14T15:00:00,2025-01-14T19:00:00,0.9
932,DCH,2025-01-14T19:00:00,2025-01-14T23:00:00,0.51
932,DCL,2025-01-13T23:00:00,2025-01-14T03:00:00,3
932,DCL,2025-01-14T03:00:00,2025-01-14T07:00:00,3.69
932,DCL,2025-01-14T07:00:00,2025-01-14T11:00:00,3.42
932,DCL,2025-01-14T11:00:00,2025-01-14T15:00:00,1
932,DCL,2025-01-14T15:00:00,2025-01-14T19:00:00,3.75
932,DCL,2025-01-14T19:00:00,2025-01-14T23:00:00,2.5
934,DCH,2025-01-14T23:00:00,2025-01-15T03:00:00,2.45
934,DCH,2025-01-15T03:00:00,2025-01-15T07:00:00,3.7
934,DCH,2025-01-15T07:00:00,2025-01-15T11:00:00,1.14
934,DCH,2025-01-15T11:00:00,2025-01-15T15:00:00,2.96
934,DCH,2025-01-15T15:00:00,2025-01-15T19:00:00,1.5
934,DCH,2025-01-15T19:00:00,2025-01-15T23:00:00,0.6
934,DCL,2025-01-14T23:00:00,2025-01-15T03:00:00,1.85
934,DCL,2025-01-15T03:00:00,2025-01-15T07:00:00,1.52
934,DCL,2025-01-15T07:00:00,2025-01-15T11:00:00,7.48
934,DCL,2025-01-15T11:00:00,2025-01-15T15:00:00,2.02
934,DCL,2025-01-15T15:00:00,2025-01-15T19:00:00,13.4
934,DCL,2025-01-15T19:00:00,2025-01-15T23:00:00,2.9
936,DCH,2025-01-15T23:00:00,2025-01-16T03:00:00,2.1
936,DCH,2025-01-16T03:00:00,2025-01-16T07:00:00,2.75
936,DCH,2025-01-16T07:00:00,2025-01-16T11:00:00,1.84
936,DCH,2025-01-16T11:00:00,2025-01-16T15:00:00,2.4
936,DCH,2025-01-16T15:00:00,2025-01-16T19:00:00,1.2
936,DCH,2025-01-16T19:00:00,2025-01-16T23:00:00,0.97
936,DCL,2025-01-15T23:00:00,2025-01-16T03:00:00,1.35
936,DCL,2025-01-16T03:00:00,2025-01-16T07:00:00,1.72
936,DCL,2025-01-16T07:00:00,2025-01-16T11:00:00,7
936,DCL,2025-01-16T11:00:00,2025-01-16T15:00:00,5.5
936,DCL,2025-01-16T15:00:00,2025-01-16T19:00:00,9.75
936,DCL,2025-01-16T19:00:00,2025-01-16T23:00:00,3
938,DCH,2025-01-16T23:00:00,2025-01-17T03:00:00,2.69
938,DCH,2025-01-17T03:00:00,2025-01-17T07:00:00,2.69
938,DCH,2025-01-17T07:00:00,2025-01-17T11:00:00,0.87
938,DCH,2025-01-17T11:00:00,2025-01-17T15:00:00,1.63
938,DCH,2025-01-17T15:00:00,2025-01-17T19:00:00,1
938,DCH,2025-01-17T19:00:00,2025-01-17T23:00:00,1
938,DCL,2025-01-16T23:00:00,2025-01-17T03:00:00,1.7
938,DCL,2025-01-17T03:00:00,2025-01-17T07:00:00,1.65
938,DCL,2025-01-17T07:00:00,2025-01-17T11:00:00,2.92
938,DCL,2025-01-17T11:00:00,2025-01-17T15:00:00,1.59
938,DCL,2025-01-17T15:00:00,2025-01-17T19:00:00,6.48
938,DCL,2025-01-17T19:00:00,2025-01-17T23:00:00,2.25
940,DCH,2025-01-17T23:00:00,2025-01-18T03:00:00,2.3
940,DCH,2025-01-18T03:00:00,2025-01-18T07:00:00,2.69
940,DCH,2025-01-18T07:00:00,2025-01-18T11:00:00,0.95
940,DCH,2025-01-18T11:00:00,2025-01-18T15:00:00,1.02
940,DCH,2025-01-18T15:00:00,2025-01-18T19:00:00,1
940,DCH,2025-01-18T19:00:00,2025-01-18T23:00:00,2
940,DCL,2025-01-17T23:00:00,2025-01-18T03:00:00,2.2
940,DCL,2025-01-18T03:00:00,2025-01-18T07:00:00,3.33
940,DCL,2025-01-18T07:00:00,2025-01-18T11:00:00,2.5
940,DCL,2025-01-18T11:00:00,2025-01-18T15:00:00,2.53
940,DCL,2025-01-18T15:00:00,2025-01-18T19:00:00,4.1
940,DCL,2025-01-18T19:00:00,2025-01-18T23:00:00,2.42
942,DCH,2025-01-18T23:00:00,2025-01-19T03:00:00,1
942,DCH,2025-01-19T03:00:00,2025-01-19T07:00:00,1.5
942,DCH,2025-01-19T07:00:00,2025-01-19T11:00:00,1.15
942,DCH,2025-01-19T11:00:00,2025-01-19T15:00:00,0.7
942,DCH,2025-01-19T15:00:00,2025-01-19T19:00:00,0.91
942,DCH,2025-01-19T19:00:00,2025-01-19T23:00:00,1
942,DCL,2025-01-18T23:00:00,2025-01-19T03:00:00,1.68
942,DCL,2025-01-19T03:00:00,2025-01-19T07:00:00,1.54
942,DCL,2025-01-19T07:00:00,2025-01-19T11:00:00,3.33
942,DCL,2025-01-19T11:00:00,2025-01-19T15:00:00,2
942,DCL,2025-01-19T15:00:00,2025-01-19T19:00:00,7.83
942,DCL,2025-01-19T19:00:00,2025-01-19T23:00:00,3
944,DCH,2025-01-19T23:00:00,2025-01-20T03:00:00,7.24
944,DCH,2025-01-20T03:00:00,2025-01-20T07:00:00,5.84
944,DCH,2025-01-20T07:00:00,2025-01-20T11:00:00,5.6
944,DCH,2025-01-20T11:00:00,2025-01-20T15:00:00,9.01
944,DCH,2025-01-20T15:00:00,2025-01-20T19:00:00,12.86
944,DCH,2025-01-20T19:00:00,2025-01-20T23:00:00,1.2
944,DCL,2025-01-19T23:00:00,2025-01-20T03:00:00,4.27
944,DCL,2025-01-20T03:00:00,2025-01-20T07:00:00,3.5
944,DCL,2025-01-20T07:00:00,2025-01-20T11:00:00,8.75
944,DCL,2025-01-20T11:00:00,2025-01-20T15:00:00,4.27
944,DCL,2025-01-20T15:00:00,2025-01-20T19:00:00,65
944,DCL,2025-01-20T19:00:00,2025-01-20T23:00:00,9
946,DCH,2025-01-20T23:00:00,2025-01-21T03:00:00,5.42
946,DCH,2025-01-21T03:00:00,2025-01-21T07:00:00,5.25
946,DCH,2025-01-21T07:00:00,2025-01-21T11:00:00,2.75
946,DCH,2025-01-21T11:00:00,2025-01-21T15:00:00,3.64
946,DCH,2025-01-21T15:00:00,2025-01-21T19:00:00,10.35
946,DCH,2025-01-21T19:00:00,2025-01-21T23:00:00,1.6
946,DCL,2025-01-20T23:00:00,2025-01-21T03:00:00,3.5
946,DCL,2025-01-21T03:00:00,2025-01-21T07:00:00,2.7
946,DCL,2025-01-21T07:00:00,2025-01-21T11:00:00,6.82
946,DCL,2025-01-21T11:00:00,2025-01-21T15:00:00,3.77
946,DCL,2025-01-21T15:00:00,2025-01-21T19:00:00,55
946,DCL,2025-01-21T19:00:00,2025-01-21T23:00:00,9
948,DCH,2025-01-21T23:00:00,2025-01-22T03:00:00,5.82
948,DCH,2025-01-22T03:00:00,2025-01-22T07:00:00,8.38
948,DCH,2025-01-22T07:00:00,2025-01-22T11:00:00,6.01
948,DCH,2025-01-22T11:00:00,2025-01-22T15:00:00,5.21
948,DCH,2025-01-22T15:00:00,2025-01-22T19:00:00,14.95
948,DCH,2025-01-22T19:00:00,2025-01-22T23:00:00,2
948,DCL,2025-01-21T23:00:00,2025-01-22T03:00:00,5.91
948,DCL,2025-01-22T03:00:00,2025-01-22T07:00:00,5
948,DCL,2025-01-22T07:00:00,2025-01-22T11:00:00,10.24
948,DCL,2025-01-22T11:00:00,2025-01-22T15:00:00,9
948,DCL,2025-01-22T15:00:00,2025-01-22T19:00:00,75
948,DCL,2025-01-22T19:00:00,2025-01-22T23:00:00,26.73
950,DCH,2025-01-22T23:00:00,2025-01-23T03:00:00,1.28
950,DCH,2025-01-23T03:00:00,2025-01-23T07:00:00,2.91
950,DCH,2025-01-23T07:00:00,2025-01-23T11:00:00,1.02
950,DCH,2025-01-23T11:00:00,2025-01-23T15:00:00,1.75
950,DCH,2025-01-23T15:00:00,2025-01-23T19:00:00,1
950,DCH,2025-01-23T19:00:00,2025-01-23T23:00:00,0.69
950,DCL,2025-01-22T23:00:00,2025-01-23T03:00:00,1.7
950,DCL,2025-01-23T03:00:00,2025-01-23T07:00:00,1.52
950,DCL,2025-01-23T07:00:00,2025-01-23T11:00:00,3.6
950,DCL,2025-01-23T11:00:00,2025-01-23T15:00:00,1.45
950,DCL,2025-01-23T15:00:00,2025-01-23T19:00:00,4.69
950,DCL,2025-01-23T19:00:00,2025-01-23T23:00:00,2.4
952,DCH,2025-01-23T23:00:00,2025-01-24T03:00:00,2
952,DCH,2025-01-24T03:00:00,2025-01-24T07:00:00,7.14
952,DCH,2025-01-24T07:00:00,2025-01-24T11:00:00,4.69
952,DCH,2025-01-24T11:00:00,2025-01-24T15:00:00,1.54
952,DCH,2025-01-24T15:00:00,2025-01-24T19:00:00,0.46
952,DCH,2025-01-24T19:00:00,2025-01-24T23:00:00,1.53
952,DCL,2025-01-23T23:00:00,2025-01-24T03:00:00,5.2
952,DCL,2025-01-24T03:00:00,2025-01-24T07:00:00,2.23
952,DCL,2025-01-24T07:00:00,2025-01-24T11:00:00,4.7
952,DCL,2025-01-24T11:00:00,2025-01-24T15:00:00,2.75
952,DCL,2025-01-24T15:00:00,2025-01-24T19:00:00,6.01
952,DCL,2025-01-24T19:00:00,2025-01-24T23:00:00,2.43
954,DCH,2025-01-24T23:00:00,2025-01-25T03:00:00,2.5
954,DCH,2025-01-25T03:00:00,2025-01-25T07:00:00,5
954,DCH,2025-01-25T07:00:00,2025-01-25T11:00:00,4.87
954,DCH,2025-01-25T11:00:00,2025-01-25T15:00:00,3.45
954,DCH,2025-01-25T15:00:00,2025-01-25T19:00:00,1.25
954,DCH,2025-01-25T19:00:00,2025-01-25T23:00:00,1.59
954,DCL,2025-01-24T23:00:00,2025-01-25T03:00:00,8.69
954,DCL,2025-01-25T03:00:00,2025-01-25T07:00:00,3.69
954,DCL,2025-01-25T07:00:00,2025-01-25T11:00:00,2.5
954,DCL,2025-01-25T11:00:00,2025-01-25T15:00:00,2.99
954,DCL,2025-01-25T15:00:00,2025-01-25T19:00:00,7.75
954,DCL,2025-01-25T19:00:00,2025-01-25T23:00:00,2.92
956,DCH,2025-01-25T23:00:00,2025-01-26T03:00:00,1.5
956,DCH,2025-01-26T03:00:00,2025-01-26T07:00:00,5.08
956,DCH,2025-01-26T07:00:00,2025-01-26T11:00:00,2.8
956,DCH,2025-01-26T11:00:00,2025-01-26T15:00:00,2.44
956,DCH,2025-01-26T15:00:00,2025-01-26T19:00:00,0.64
956,DCH,2025-01-26T19:00:00,2025-01-26T23:00:00,1.06
956,DCL,2025-01-25T23:00:00,2025-01-26T03:00:00,1.83
956,DCL,2025-01-26T03:00:00,2025-01-26T07:00:00,1.5
956,DCL,2025-01-26T07:00:00,2025-01-26T11:00:00,3.69
956,DCL,2025-01-26T11:00:00,2025-01-26T15:00:00,1.96
956,DCL,2025-01-26T15:00:00,2025-01-26T19:00:00,3.5
956,DCL,2025-01-26T19:00:00,2025-01-26T23:00:00,3.15
958,DCH,2025-01-26T23:00:00,2025-01-27T03:00:00,4.66
958,DCH,2025-01-27T03:00:00,2025-01-27T07:00:00,4.62
958,DCH,2025-01-27T07:00:00,2025-01-27T11:00:00,2.34
958,DCH,2025-01-27T11:00:00,2025-01-27T15:00:00,1.25
958,DCH,2025-01-27T15:00:00,2025-01-27T19:00:00,1.14
958,DCH,2025-01-27T19:00:00,2025-01-27T23:00:00,1.48
958,DCL,2025-01-26T23:00:00,2025-01-27T03:00:00,2
958,DCL,2025-01-27T03:00:00,2025-01-27T07:00:00,1.88
958,DCL,2025-01-27T07:00:00,2025-01-27T11:00:00,2.25
958,DCL,2025-01-27T11:00:00,2025-01-27T15:00:00,1.87
958,DCL,2025-01-27T15:00:00,2025-01-27T19:00:00,3.78
958,DCL,2025-01-27T19:00:00,2025-01-27T23:00:00,2.25
960,DCH,2025-01-27T23:00:00,2025-01-28T03:00:00,3.49
960,DCH,2025-01-28T03:00:00,2025-01-28T07:00:00,3.63
960,DCH,2025-01-28T07:00:00,2025-01-28T11:00:00,3.5
960,DCH,2025-01-28T11:00:00,2025-01-28T15:00:00,2.44
960,DCH,2025-01-28T15:00:00,2025-01-28T19:00:00,1.69
960,DCH,2025-01-28T19:00:00,2025-01-28T23:00:00,1.62
960,DCL,2025-01-27T23:00:00,2025-01-28T03:00:00,1.51
960,DCL,2025-01-28T03:00:00,2025-01-28T07:00:00,1.37
960,DCL,2025-01-28T07:00:00,2025-01-28T11:00:00,2.64
960,DCL,2025-01-28T11:00:00,2025-01-28T15:00:00,2.41
960,DCL,2025-01-28T15:00:00,2025-01-28T19:00:00,2.75
960,DCL,2025-01-28T19:00:00,2025-01-28T23:00:00,1.75
962,DCH,2025-01-28T23:00:00,2025-01-29T03:00:00,3.75
962,DCH,2025-01-29T03:00:00,2025-01-29T07:00:00,7.75
962,DCH,2025-01-29T07:00:00,2025-01-29T11:00:00,2.94
962,DCH,2025-01-29T11:00:00,2025-01-29T15:00:00,2.74
962,DCH,2025-01-29T15:00:00,2025-01-29T19:00:00,1.25
962,DCH,2025-01-29T19:00:00,2025-01-29T23:00:00,1.67
962,DCL,2025-01-28T23:00:00,2025-01-29T03:00:00,2.25
962,DCL,2025-01-29T03:00:00,2025-01-29T07:00:00,1.5
962,DCL,2025-01-29T07:00:00,2025-01-29T11:00:00,2.92
962,DCL,2025-01-29T11:00:00,2025-01-29T15:00:00,1.4
962,DCL,2025-01-29T15:00:00,2025-01-29T19:00:00,3.24
962,DCL,2025-01-29T19:00:00,2025-01-29T23:00:00,2.9
964,DCH,2025-01-29T23:00:00,2025-01-30T03:00:00,3.25
964,DCH,2025-01-30T03:00:00,2025-01-30T07:00:00,3.69
964,DCH,2025-01-30T07:00:00,2025-01-30T11:00:00,1.6
964,DCH,2025-01-30T11:00:00,2025-01-30T15:00:00,3.87
964,DCH,2025-01-30T15:00:00,2025-01-30T19:00:00,5.69
964,DCH,2025-01-30T19:00:00,2025-01-30T23:00:00,0.86
964,DCL,2025-01-29T23:00:00,2025-01-30T03:00:00,1.7
964,DCL,2025-01-30T03:00:00,2025-01-30T07:00:00,4.08
964,DCL,2025-01-30T07:00:00,2025-01-30T11:00:00,2.75
964,DCL,2025-01-30T11:00:00,2025-01-30T15:00:00,1.38
964,DCL,2025-01-30T15:00:00,2025-01-30T19:00:00,13
964,DCL,2025-01-30T19:00:00,2025-01-30T23:00:00,2.25
966,DCH,2025-01-30T23:00:00,2025-01-31T03:00:00,2.8
966,DCH,2025-01-31T03:00:00,2025-01-31T07:00:00,3
966,DCH,2025-01-31T07:00:00,2025-01-31T11:00:00,4.04
966,DCH,2025-01-31T11:00:00,2025-01-31T15:00:00,4.25
966,DCH,2025-01-31T15:00:00,2025-01-31T19:00:00,5.36
966,DCH,2025-01-31T19:00:00,2025-01-31T23:00:00,1.89
966,DCL,2025-01-30T23:00:00,2025-01-31T03:00:00,1.72
966,DCL,2025-01-31T03:00:00,2025-01-31T07:00:00,1.34
966,DCL,2025-01-31T07:00:00,2025-01-31T11:00:00,1.83
966,DCL,2025-01-31T11:00:00,2025-01-31T15:00:00,2.73
966,DCL,2025-01-31T15:00:00,2025-01-31T19:00:00,13.96
966,DCL,2025-01-31T19:00:00,2025-01-31T23:00:00,2.5
968,DCH,2025-01-31T23:00:00,2025-02-01T03:00:00,0.9
968,DCH,2025-02-01T03:00:00,2025-02-01T07:00:00,2.11
968,DCH,2025-02-01T07:00:00,2025-02-01T11:00:00,2.22
968,DCH,2025-02-01T11:00:00,2025-02-01T15:00:00,2.47
968,DCH,2025-02-01T15:00:00,2025-02-01T19:00:00,0.75
968,DCH,2025-02-01T19:00:00,2025-02-01T23:00:00,3.2
968,DCL,2025-01-31T23:00:00,2025-02-01T03:00:00,3.76
968,DCL,2025-02-01T03:00:00,2025-02-01T07:00:00,4.25
968,DCL,2025-02-01T07:00:00,2025-02-01T11:00:00,3.42
968,DCL,2025-02-01T11:00:00,2025-02-01T15:00:00,2.81
968,DCL,2025-02-01T15:00:00,2025-02-01T19:00:00,4.65
968,DCL,2025-02-01T19:00:00,2025-02-01T23:00:00,3
970,DCH,2025-02-01T23:00:00,2025-02-02T03:00:00,4
970,DCH,2025-02-02T03:00:00,2025-02-02T07:00:00,4.5
970,DCH,2025-02-02T07:00:00,2025-02-02T11:00:00,3.96
970,DCH,2025-02-02T11:00:00,2025-02-02T15:00:00,2.29
970,DCH,2025-02-02T15:00:00,2025-02-02T19:00:00,0.85
