Date,EFA,Clearing Price
12/02/2022,1,16.98
12/02/2022,2,16.98
12/02/2022,3,16.98
12/02/2022,4,47.98
12/02/2022,5,47.98
12/02/2022,6,39.98
13/02/2022,1,16.98
13/02/2022,2,16.98
13/02/2022,3,17
13/02/2022,4,1.1
13/02/2022,5,47.98
13/02/2022,6,39.98
14/02/2022,1,16.8
14/02/2022,2,16.8
14/02/2022,3,0.9
14/02/2022,4,2.41
14/02/2022,5,47.24
14/02/2022,6,39.56
15/02/2022,1,16.94
15/02/2022,2,16.9
15/02/2022,3,4.4
15/02/2022,4,47.3
15/02/2022,5,47.02
15/02/2022,6,39.08
16/02/2022,1,16.98
16/02/2022,2,16.98
16/02/2022,3,16.98
16/02/2022,4,47.98
16/02/2022,5,47.98
16/02/2022,6,39.98
17/02/2022,1,16.98
17/02/2022,2,16.98
17/02/2022,3,16.98
17/02/2022,4,47.98
17/02/2022,5,47.98
17/02/2022,6,39.98
18/02/2022,1,5.5
18/02/2022,2,16.98
18/02/2022,3,16.98
18/02/2022,4,47.98
18/02/2022,5,47.98
18/02/2022,6,39.98
19/02/2022,1,16.98
19/02/2022,2,16.98
19/02/2022,3,16.17
19/02/2022,4,2.95
19/02/2022,5,47.98
19/02/2022,6,39.98
20/02/2022,1,16.98
20/02/2022,2,16.98
20/02/2022,3,16.98
20/02/2022,4,47.98
20/02/2022,5,47.98
20/02/2022,6,39.98
21/02/2022,1,16.98
21/02/2022,2,16.98
21/02/2022,3,16.98
21/02/2022,4,47.98
21/02/2022,5,47.98
21/02/2022,6,39.98
22/02/2022,1,16.98
22/02/2022,2,16.98
22/02/2022,3,16.98
22/02/2022,4,47.98
22/02/2022,5,47.98
22/02/2022,6,39.98
23/02/2022,1,16.98
23/02/2022,2,16.98
23/02/2022,3,16.98
23/02/2022,4,47.98
23/02/2022,5,47.98
23/02/2022,6,39.98
24/02/2022,1,16.98
24/02/2022,2,16.98
24/02/2022,3,16.98
24/02/2022,4,47.98
24/02/2022,5,47.98
24/02/2022,6,39.98
25/02/2022,1,16.98
25/02/2022,2,16.98
25/02/2022,3,5
25/02/2022,4,5
25/02/2022,5,47.98
25/02/2022,6,39.98
26/02/2022,1,2.96
26/02/2022,2,16.98
26/02/2022,3,16.98
26/02/2022,4,47.98
26/02/2022,5,47.98
26/02/2022,6,39.98
27/02/2022,1,16.98
27/02/2022,2,16.98
27/02/2022,3,16.98
27/02/2022,4,47.98
27/02/2022,5,47.98
27/02/2022,6,39.98
28/02/2022,1,16.98
28/02/2022,2,16.98
28/02/2022,3,16.9
28/02/2022,4,0.66
28/02/2022,5,2.45
28/02/2022,6,2.95
01/03/2022,1,0.9
01/03/2022,2,0.9
01/03/2022,3,0.67
01/03/2022,4,0.55
01/03/2022,5,16.01
01/03/2022,6,39.98
02/03/2022,1,1.2
02/03/2022,2,4.4
02/03/2022,3,2.4
02/03/2022,4,1.1
02/03/2022,5,47.98
02/03/2022,6,39.98
03/03/2022,1,10.85
03/03/2022,2,16.98
03/03/2022,3,2
03/03/2022,4,2.42
03/03/2022,5,2
03/03/2022,6,24.6
04/03/2022,1,2
04/03/2022,2,2.02
04/03/2022,3,0.7
04/03/2022,4,0.47
04/03/2022,5,47.98
04/03/2022,6,39.98
05/03/2022,1,0.6
05/03/2022,2,1.2
05/03/2022,3,0.65
05/03/2022,4,1.2
05/03/2022,5,47.98
05/03/2022,6,4.1
06/03/2022,1,0.6
06/03/2022,2,0.6
06/03/2022,3,1.49
06/03/2022,4,1.49
06/03/2022,5,47.98
06/03/2022,6,2.95
07/03/2022,1,0.9
07/03/2022,2,1.2
07/03/2022,3,1.2
07/03/2022,4,0.25
07/03/2022,5,1.2
07/03/2022,6,10
08/03/2022,1,16.99
08/03/2022,2,16.98
08/03/2022,3,16.7
08/03/2022,4,47.31
08/03/2022,5,47.98
08/03/2022,6,39.98
09/03/2022,1,4
09/03/2022,2,16.98
09/03/2022,3,16.45
09/03/2022,4,35
09/03/2022,5,47.98
09/03/2022,6,15.62
10/03/2022,1,2.14
10/03/2022,2,7.35
10/03/2022,3,2
10/03/2022,4,3.13
10/03/2022,5,47.98
10/03/2022,6,39.98
11/03/2022,1,5.7
11/03/2022,2,16.98
11/03/2022,3,16.6
11/03/2022,4,47.05
11/03/2022,5,47.98
11/03/2022,6,39.98
12/03/2022,1,3.95
12/03/2022,2,6.26
12/03/2022,3,16.83
12/03/2022,4,47.09
12/03/2022,5,47.98
12/03/2022,6,39.98
13/03/2022,1,16.98
13/03/2022,2,16.98
13/03/2022,3,16.88
13/03/2022,4,47.12
13/03/2022,5,47.98
13/03/2022,6,39.98
14/03/2022,1,2.49
14/03/2022,2,16.09
14/03/2022,3,2
14/03/2022,4,4.49
14/03/2022,5,47.98
14/03/2022,6,39.98
15/03/2022,1,1.2
15/03/2022,2,3.95
15/03/2022,3,16.84
15/03/2022,4,4.95
15/03/2022,5,47.98
15/03/2022,6,39.98
16/03/2022,1,1.2
16/03/2022,2,4.42
16/03/2022,3,0.91
16/03/2022,4,0.5
16/03/2022,5,2
16/03/2022,6,39.98
17/03/2022,1,4.95
17/03/2022,2,4.95
17/03/2022,3,5.93
17/03/2022,4,47.11
17/03/2022,5,47
17/03/2022,6,39.45
18/03/2022,1,2.49
18/03/2022,2,4.95
18/03/2022,3,3
18/03/2022,4,0.73
18/03/2022,5,47.41
18/03/2022,6,39.37
19/03/2022,1,1
19/03/2022,2,1.08
19/03/2022,3,16.88
19/03/2022,4,47.38
19/03/2022,5,47.08
19/03/2022,6,39.07
20/03/2022,1,1.2
20/03/2022,2,2.49
20/03/2022,3,16.82
20/03/2022,4,47.5
20/03/2022,5,47.19
20/03/2022,6,39.1
21/03/2022,1,0.66
21/03/2022,2,1.2
21/03/2022,3,16.01
21/03/2022,4,0.66
21/03/2022,5,12.51
21/03/2022,6,4.8
22/03/2022,1,2.95
22/03/2022,2,3.95
22/03/2022,3,16.69
22/03/2022,4,47.22
22/03/2022,5,47.36
22/03/2022,6,39.98
23/03/2022,1,1.2
23/03/2022,2,8.23
23/03/2022,3,16.81
23/03/2022,4,4.99
23/03/2022,5,12.45
23/03/2022,6,4.44
24/03/2022,1,1.08
24/03/2022,2,1.1
24/03/2022,3,4.99
24/03/2022,4,2.95
24/03/2022,5,4.32
24/03/2022,6,2.49
25/03/2022,1,1.08
25/03/2022,2,1.2
25/03/2022,3,9.9
25/03/2022,4,4.56
25/03/2022,5,47.98
25/03/2022,6,2.75
26/03/2022,1,0.51
26/03/2022,2,1.2
26/03/2022,3,3.22
26/03/2022,4,11.45
26/03/2022,5,47.98
26/03/2022,6,9.66
27/03/2022,1,0.56
27/03/2022,2,1.1
27/03/2022,3,1.2
27/03/2022,4,0.67
27/03/2022,5,47.98
27/03/2022,6,2
28/03/2022,1,0.75
28/03/2022,2,1.2
28/03/2022,3,2.95
28/03/2022,4,1.49
28/03/2022,5,47.98
28/03/2022,6,2.5
29/03/2022,1,1.1
29/03/2022,2,16.98
29/03/2022,3,2.77
29/03/2022,4,1
29/03/2022,5,6.85
29/03/2022,6,39.98
30/03/2022,1,1.1
30/03/2022,2,3.7
30/03/2022,3,5.17
30/03/2022,4,0.95
30/03/2022,5,3.95
30/03/2022,6,39.98
31/03/2022,1,2.49
31/03/2022,2,5.5
31/03/2022,3,16.36
31/03/2022,4,7.6
31/03/2022,5,47.98
31/03/2022,6,39.98
01/04/2022,1,1.7
01/04/2022,2,8.96
01/04/2022,3,4.89
01/04/2022,4,1.5
01/04/2022,5,47.99
01/04/2022,6,1.13
02/04/2022,1,0.56
02/04/2022,2,3
02/04/2022,3,1.2
02/04/2022,4,1.5
02/04/2022,5,12.11
02/04/2022,6,2
03/04/2022,1,0.55
03/04/2022,2,2.88
03/04/2022,3,1.49
03/04/2022,4,1.86
03/04/2022,5,47.98
03/04/2022,6,4.24
04/04/2022,1,2.2
04/04/2022,2,16.48
04/04/2022,3,5
04/04/2022,4,1.86
04/04/2022,5,60
04/04/2022,6,3.61
05/04/2022,1,5.1
05/04/2022,2,26.28
05/04/2022,3,10
05/04/2022,4,2.98
05/04/2022,5,70
05/04/2022,6,55
06/04/2022,1,37
06/04/2022,2,51
06/04/2022,3,89
06/04/2022,4,85
06/04/2022,5,103
06/04/2022,6,79.99
07/04/2022,1,46.99
07/04/2022,2,62.99
07/04/2022,3,104
07/04/2022,4,77
07/04/2022,5,81.98
07/04/2022,6,47.91
08/04/2022,1,2.6
08/04/2022,2,1.2
08/04/2022,3,0.99
08/04/2022,4,4.84
08/04/2022,5,59.98
08/04/2022,6,10.23
09/04/2022,1,4.83
09/04/2022,2,6.25
09/04/2022,3,15.48
09/04/2022,4,47.98
09/04/2022,5,69
09/04/2022,6,2.49
10/04/2022,1,2.35
10/04/2022,2,2.55
10/04/2022,3,7.25
10/04/2022,4,7.29
10/04/2022,5,58.62
10/04/2022,6,4.09
11/04/2022,1,3
11/04/2022,2,3.77
11/04/2022,3,59.79
11/04/2022,4,47.98
11/04/2022,5,80.98
11/04/2022,6,25.05
12/04/2022,1,1.5
12/04/2022,2,3.33
12/04/2022,3,1.07
12/04/2022,4,0.92
12/04/2022,5,4.51
12/04/2022,6,1.5
13/04/2022,1,1.22
13/04/2022,2,1.22
13/04/2022,3,10.55
13/04/2022,4,5.1
13/04/2022,5,12.97
13/04/2022,6,4.78
14/04/2022,1,0.6
14/04/2022,2,1.54
14/04/2022,3,0.5
14/04/2022,4,0.6
14/04/2022,5,1
14/04/2022,6,8.55
15/04/2022,1,0.63
15/04/2022,2,1.55
15/04/2022,3,5.34
15/04/2022,4,2.33
15/04/2022,5,9.34
15/04/2022,6,4.48
16/04/2022,1,1.61
16/04/2022,2,1.61
16/04/2022,3,19
16/04/2022,4,24
16/04/2022,5,47.98
16/04/2022,6,2.5
17/04/2022,1,0.7
17/04/2022,2,1
17/04/2022,3,59.5
17/04/2022,4,58.99
17/04/2022,5,62.5
17/04/2022,6,39.98
18/04/2022,1,3.16
18/04/2022,2,1.08
18/04/2022,3,6.35
18/04/2022,4,5.29
18/04/2022,5,2.5
18/04/2022,6,1.08
19/04/2022,1,0.65
19/04/2022,2,1.43
19/04/2022,3,1.48
19/04/2022,4,1.46
19/04/2022,5,0.69
19/04/2022,6,5.33
20/04/2022,1,0.6
20/04/2022,2,1
20/04/2022,3,1.49
20/04/2022,4,1.01
20/04/2022,5,2.15
20/04/2022,6,2.95
21/04/2022,1,0.63
21/04/2022,2,0.6
21/04/2022,3,0.63
21/04/2022,4,0.67
21/04/2022,5,2.5
21/04/2022,6,2.09
22/04/2022,1,1.28
22/04/2022,2,2
22/04/2022,3,2
22/04/2022,4,16.98
22/04/2022,5,47.98
22/04/2022,6,2
23/04/2022,1,0.78
23/04/2022,2,0.77
23/04/2022,3,3.53
23/04/2022,4,4.1
23/04/2022,5,47.98
23/04/2022,6,0.79
24/04/2022,1,2
24/04/2022,2,4.9
24/04/2022,3,68
24/04/2022,4,59
24/04/2022,5,73
24/04/2022,6,1.5
25/04/2022,1,2.83
25/04/2022,2,6.37
25/04/2022,3,6.87
25/04/2022,4,2.78
25/04/2022,5,13.77
25/04/2022,6,7.89
26/04/2022,1,2.65
26/04/2022,2,4.77
26/04/2022,3,2.73
26/04/2022,4,1.5
26/04/2022,5,13.7
26/04/2022,6,3.83
27/04/2022,1,1.2
27/04/2022,2,3.06
27/04/2022,3,1.93
27/04/2022,4,0.82
27/04/2022,5,2.57
27/04/2022,6,2.45
28/04/2022,1,0.79
28/04/2022,2,2.49
28/04/2022,3,2.1
28/04/2022,4,2.13
28/04/2022,5,2
28/04/2022,6,2.58
29/04/2022,1,0.83
29/04/2022,2,2.95
29/04/2022,3,1.69
29/04/2022,4,1.17
29/04/2022,5,2.95
29/04/2022,6,2.5
30/04/2022,1,1.45
30/04/2022,2,1.49
30/04/2022,3,2.99
30/04/2022,4,1.36
30/04/2022,5,39.77
30/04/2022,6,4.95
01/05/2022,1,0.71
01/05/2022,2,0.71
01/05/2022,3,2.4
01/05/2022,4,1.49
01/05/2022,5,1.16
01/05/2022,6,1.16
02/05/2022,1,0.71
02/05/2022,2,1.43
02/05/2022,3,5.27
02/05/2022,4,2.94
02/05/2022,5,2.72
02/05/2022,6,4.95
03/05/2022,1,1.5
03/05/2022,2,1.95
03/05/2022,3,0.79
03/05/2022,4,0.71
03/05/2022,5,1.14
03/05/2022,6,4.86
04/05/2022,1,1.49
04/05/2022,2,2.95
04/05/2022,3,3.41
04/05/2022,4,5.4
04/05/2022,5,12.25
04/05/2022,6,4.84
05/05/2022,1,1.5
05/05/2022,2,4.05
05/05/2022,3,5.95
05/05/2022,4,1.16
05/05/2022,5,9.84
05/05/2022,6,11.51
06/05/2022,1,2.5
06/05/2022,2,3.86
06/05/2022,3,14.84
06/05/2022,4,4.3
06/05/2022,5,11.94
06/05/2022,6,9.95
07/05/2022,1,2.6
07/05/2022,2,2.95
07/05/2022,3,6.24
07/05/2022,4,2.95
07/05/2022,5,2.95
07/05/2022,6,4.95
08/05/2022,1,0.61
08/05/2022,2,2.95
08/05/2022,3,47
08/05/2022,4,44
08/05/2022,5,59
08/05/2022,6,2.5
09/05/2022,1,41
09/05/2022,2,50
09/05/2022,3,55
09/05/2022,4,52
09/05/2022,5,19.27
09/05/2022,6,32
10/05/2022,1,19
10/05/2022,2,10.8
10/05/2022,3,80
10/05/2022,4,42
10/05/2022,5,80
10/05/2022,6,39.9
11/05/2022,1,3.41
11/05/2022,2,4.95
11/05/2022,3,12.9
11/05/2022,4,5.52
11/05/2022,5,7.05
11/05/2022,6,0.84
12/05/2022,1,2.95
12/05/2022,2,19.9
12/05/2022,3,29.9
12/05/2022,4,35
12/05/2022,5,78
12/05/2022,6,19.9
13/05/2022,1,14
13/05/2022,2,24.9
13/05/2022,3,95
13/05/2022,4,70
13/05/2022,5,49.9
13/05/2022,6,39.98
14/05/2022,1,3.08
14/05/2022,2,2.49
14/05/2022,3,2.95
14/05/2022,4,1.2
14/05/2022,5,12.53
14/05/2022,6,1.08
15/05/2022,1,0.7
15/05/2022,2,1.71
15/05/2022,3,32
15/05/2022,4,29.9
15/05/2022,5,72.99
15/05/2022,6,5.4
16/05/2022,1,4.45
16/05/2022,2,4.95
16/05/2022,3,8.24
16/05/2022,4,3.55
16/05/2022,5,29.9
16/05/2022,6,2.95
17/05/2022,1,1
17/05/2022,2,2.82
17/05/2022,3,2.95
17/05/2022,4,3.95
17/05/2022,5,35
17/05/2022,6,4.95
18/05/2022,1,2
18/05/2022,2,35
18/05/2022,3,50
18/05/2022,4,39.9
18/05/2022,5,39.9
18/05/2022,6,49.9
19/05/2022,1,1.95
19/05/2022,2,1.95
19/05/2022,3,2.95
19/05/2022,4,3.1
19/05/2022,5,30
19/05/2022,6,0.85
20/05/2022,1,5.99
20/05/2022,2,4.25
20/05/2022,3,11.52
20/05/2022,4,7
20/05/2022,5,30
20/05/2022,6,7
21/05/2022,1,1.95
21/05/2022,2,1.95
21/05/2022,3,25
21/05/2022,4,20
21/05/2022,5,35
21/05/2022,6,1.99
22/05/2022,1,1.1
22/05/2022,2,10
22/05/2022,3,45
22/05/2022,4,23.75
22/05/2022,5,39.82
22/05/2022,6,1.1
23/05/2022,1,1.23
23/05/2022,2,1.95
23/05/2022,3,1.23
23/05/2022,4,1.23
23/05/2022,5,3.76
23/05/2022,6,2.45
24/05/2022,1,1.95
24/05/2022,2,3.55
24/05/2022,3,5.1
24/05/2022,4,3.95
24/05/2022,5,45
24/05/2022,6,1.99
25/05/2022,1,1.95
25/05/2022,2,2.45
25/05/2022,3,4.95
25/05/2022,4,40
25/05/2022,5,74.99
25/05/2022,6,17.06
26/05/2022,1,1.95
26/05/2022,2,5
26/05/2022,3,34
26/05/2022,4,68
26/05/2022,5,84
26/05/2022,6,15
27/05/2022,1,3.49
27/05/2022,2,9.9
27/05/2022,3,65.01
27/05/2022,4,69.95
27/05/2022,5,74.99
27/05/2022,6,39.95
28/05/2022,1,2.95
28/05/2022,2,9.9
28/05/2022,3,64.9
28/05/2022,4,77
28/05/2022,5,74.9
28/05/2022,6,2.67
29/05/2022,1,1.95
29/05/2022,2,45
29/05/2022,3,54.9
29/05/2022,4,64.9
29/05/2022,5,64.9
29/05/2022,6,3.76
30/05/2022,1,3.64
30/05/2022,2,15
30/05/2022,3,17.47
30/05/2022,4,5.95
30/05/2022,5,22.25
30/05/2022,6,6.34
31/05/2022,1,0.8
31/05/2022,2,1.05
31/05/2022,3,1.64
31/05/2022,4,1.96
31/05/2022,5,5.02
31/05/2022,6,2.49
01/06/2022,1,1.51
01/06/2022,2,14.9
01/06/2022,3,34.8
01/06/2022,4,34.8
01/06/2022,5,34.8
01/06/2022,6,12.75
02/06/2022,1,1.5
02/06/2022,2,1.95
02/06/2022,3,4.95
02/06/2022,4,3.95
02/06/2022,5,8.9
02/06/2022,6,5.49
03/06/2022,1,29.9
03/06/2022,2,2.49
03/06/2022,3,54.9
03/06/2022,4,44.49
03/06/2022,5,39.9
03/06/2022,6,49.9
04/06/2022,1,39.9
04/06/2022,2,39.9
04/06/2022,3,59.49
04/06/2022,4,54.9
04/06/2022,5,69.9
04/06/2022,6,49.9
05/06/2022,1,29.9
05/06/2022,2,9.9
05/06/2022,3,59.49
05/06/2022,4,3.95
05/06/2022,5,39.9
05/06/2022,6,4.35
06/06/2022,1,39.9
06/06/2022,2,9.9
06/06/2022,3,1.95
06/06/2022,4,4.45
06/06/2022,5,7.69
06/06/2022,6,3.95
07/06/2022,1,39.9
07/06/2022,2,49.9
07/06/2022,3,4.37
07/06/2022,4,3.95
07/06/2022,5,49.9
07/06/2022,6,29.9
08/06/2022,1,3.55
08/06/2022,2,9.9
08/06/2022,3,54.9
08/06/2022,4,12.9
08/06/2022,5,59.9
08/06/2022,6,6.95
09/06/2022,1,2.95
09/06/2022,2,18.8
09/06/2022,3,4.95
09/06/2022,4,3.55
09/06/2022,5,8.16
09/06/2022,6,7
10/06/2022,1,2.95
10/06/2022,2,3.08
10/06/2022,3,44
10/06/2022,4,72.5
10/06/2022,5,96.69
10/06/2022,6,63
11/06/2022,1,19.9
11/06/2022,2,49.9
11/06/2022,3,50
11/06/2022,4,29.9
11/06/2022,5,73.8
11/06/2022,6,79.69
12/06/2022,1,2.95
12/06/2022,2,19.75
12/06/2022,3,44.69
12/06/2022,4,42.9
12/06/2022,5,78.7
12/06/2022,6,40
13/06/2022,1,2.95
13/06/2022,2,48.7
13/06/2022,3,5.32
13/06/2022,4,2.95
13/06/2022,5,40
13/06/2022,6,6.95
14/06/2022,1,19.75
14/06/2022,2,39.75
14/06/2022,3,19.75
14/06/2022,4,12.01
14/06/2022,5,43.69
14/06/2022,6,39.75
15/06/2022,1,5.84
15/06/2022,2,3.5
15/06/2022,3,19.75
15/06/2022,4,10.15
15/06/2022,5,63.8
15/06/2022,6,44.69
16/06/2022,1,8.05
16/06/2022,2,20.5
16/06/2022,3,34.95
16/06/2022,4,29.75
16/06/2022,5,46.7
16/06/2022,6,2.5
17/06/2022,1,3.9
17/06/2022,2,37.75
17/06/2022,3,80.01
17/06/2022,4,61.9
17/06/2022,5,79.7
17/06/2022,6,64.9
18/06/2022,1,39.9
18/06/2022,2,39.9
18/06/2022,3,69.69
18/06/2022,4,51.4
18/06/2022,5,59.9
18/06/2022,6,49.9
19/06/2022,1,39.7
19/06/2022,2,57
19/06/2022,3,59.7
19/06/2022,4,55
19/06/2022,5,69.7
19/06/2022,6,40.2
20/06/2022,1,39.7
20/06/2022,2,49.9
20/06/2022,3,44.7
20/06/2022,4,34.7
20/06/2022,5,24.7
20/06/2022,6,29.6
21/06/2022,1,19.75
21/06/2022,2,34.95
21/06/2022,3,29.75
21/06/2022,4,19.75
21/06/2022,5,32
21/06/2022,6,34.95
22/06/2022,1,24.99
22/06/2022,2,41.75
22/06/2022,3,39.9
22/06/2022,4,34.95
22/06/2022,5,69.95
22/06/2022,6,29.99
23/06/2022,1,4.48
23/06/2022,2,4.07
23/06/2022,3,16
23/06/2022,4,6.82
23/06/2022,5,50
23/06/2022,6,39.8
24/06/2022,1,5.07
24/06/2022,2,41.75
24/06/2022,3,18.48
24/06/2022,4,7.95
24/06/2022,5,39.95
24/06/2022,6,59.95
25/06/2022,1,59.95
25/06/2022,2,61
25/06/2022,3,89.95
25/06/2022,4,69.95
25/06/2022,5,105
25/06/2022,6,79.8
26/06/2022,1,65
26/06/2022,2,59
26/06/2022,3,70
26/06/2022,4,68.3
26/06/2022,5,79.7
26/06/2022,6,83.1
27/06/2022,1,39.8
27/06/2022,2,57.8
27/06/2022,3,78.96
27/06/2022,4,55
27/06/2022,5,95.96
27/06/2022,6,60.8
28/06/2022,1,2.95
28/06/2022,2,4.22
28/06/2022,3,64.7
28/06/2022,4,55
28/06/2022,5,67.7
28/06/2022,6,56.96
29/06/2022,1,29.95
29/06/2022,2,39.95
29/06/2022,3,59.95
29/06/2022,4,49.95
29/06/2022,5,65.6
29/06/2022,6,62.95
30/06/2022,1,19.95
30/06/2022,2,39.95
30/06/2022,3,65.8
30/06/2022,4,9.28
30/06/2022,5,66.9
30/06/2022,6,67.96
01/07/2022,1,4.99
01/07/2022,2,4.88
01/07/2022,3,10.6
01/07/2022,4,39.95
01/07/2022,5,11.82
01/07/2022,6,3.62
02/07/2022,1,24.95
02/07/2022,2,39.95
02/07/2022,3,50
02/07/2022,4,55
02/07/2022,5,69.1
02/07/2022,6,59.95
