registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,executedQuantity,clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.55,2024-11-18T19:00:00,2024-11-18T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.02,2024-11-18T23:00:00,2024-11-19T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.31,2024-11-18T23:00:00,2024-11-19T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.23,2024-11-19T03:00:00,2024-11-19T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.02,2024-11-19T03:00:00,2024-11-19T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.26,2024-11-19T07:00:00,2024-11-19T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.67,2024-11-19T11:00:00,2024-11-19T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,7,2024-11-19T15:00:00,2024-11-19T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.5,2024-11-19T15:00:00,2024-11-19T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.72,2024-11-19T19:00:00,2024-11-19T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.75,2024-11-19T23:00:00,2024-11-20T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2,2024-11-19T23:00:00,2024-11-20T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2,2024-11-20T03:00:00,2024-11-20T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.25,2024-11-20T03:00:00,2024-11-20T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.75,2024-11-20T07:00:00,2024-11-20T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.97,2024-11-20T11:00:00,2024-11-20T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,15.69,2024-11-20T15:00:00,2024-11-20T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.79,2024-11-20T15:00:00,2024-11-20T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.5,2024-11-20T19:00:00,2024-11-20T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.01,2024-11-20T23:00:00,2024-11-21T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.1,2024-11-20T23:00:00,2024-11-21T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.87,2024-11-21T03:00:00,2024-11-21T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.11,2024-11-21T03:00:00,2024-11-21T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.75,2024-11-21T07:00:00,2024-11-21T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.32,2024-11-21T11:00:00,2024-11-21T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,15,2024-11-21T15:00:00,2024-11-21T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.01,2024-11-21T15:00:00,2024-11-21T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.25,2024-11-21T19:00:00,2024-11-21T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.59,2024-11-21T23:00:00,2024-11-22T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.2,2024-11-21T23:00:00,2024-11-22T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.31,2024-11-22T03:00:00,2024-11-22T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.12,2024-11-22T03:00:00,2024-11-22T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.94,2024-11-22T07:00:00,2024-11-22T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.39,2024-11-22T11:00:00,2024-11-22T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.43,2024-11-22T15:00:00,2024-11-22T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,10,2024-11-22T15:00:00,2024-11-22T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.25,2024-11-22T19:00:00,2024-11-22T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.04,2024-11-22T23:00:00,2024-11-23T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.31,2024-11-23T03:00:00,2024-11-23T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.2,2024-11-23T03:00:00,2024-11-23T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.42,2024-11-23T07:00:00,2024-11-23T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.42,2024-11-23T07:00:00,2024-11-23T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.09,2024-11-23T11:00:00,2024-11-23T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4,2024-11-23T15:00:00,2024-11-23T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.75,2024-11-23T19:00:00,2024-11-23T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.05,2024-11-23T19:00:00,2024-11-23T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.9,2024-11-23T23:00:00,2024-11-24T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.5,2024-11-23T23:00:00,2024-11-24T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.07,2024-11-24T03:00:00,2024-11-24T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.73,2024-11-24T03:00:00,2024-11-24T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.82,2024-11-24T07:00:00,2024-11-24T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.68,2024-11-24T07:00:00,2024-11-24T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.94,2024-11-24T11:00:00,2024-11-24T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.24,2024-11-24T11:00:00,2024-11-24T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5,2024-11-24T23:00:00,2024-11-25T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.76,2024-11-24T23:00:00,2024-11-25T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.86,2024-11-25T03:00:00,2024-11-25T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,5.75,2024-11-25T03:00:00,2024-11-25T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.01,2024-11-25T07:00:00,2024-11-25T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.55,2024-11-25T07:00:00,2024-11-25T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.95,2024-11-25T11:00:00,2024-11-25T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.93,2024-11-25T19:00:00,2024-11-25T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.5,2024-11-25T23:00:00,2024-11-26T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.08,2024-11-25T23:00:00,2024-11-26T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.06,2024-11-26T03:00:00,2024-11-26T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3,2024-11-26T03:00:00,2024-11-26T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.5,2024-11-26T19:00:00,2024-11-26T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.15,2024-11-26T23:00:00,2024-11-27T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.03,2024-11-27T03:00:00,2024-11-27T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.93,2024-11-27T07:00:00,2024-11-27T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.2,2024-11-27T19:00:00,2024-11-27T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.4,2024-11-28T11:00:00,2024-11-28T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.5,2024-11-28T11:00:00,2024-11-28T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.79,2024-11-28T23:00:00,2024-11-29T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.25,2024-11-28T23:00:00,2024-11-29T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.21,2024-11-29T03:00:00,2024-11-29T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.68,2024-11-29T03:00:00,2024-11-29T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.68,2024-11-29T15:00:00,2024-11-29T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.97,2024-11-29T23:00:00,2024-11-30T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.7,2024-11-29T23:00:00,2024-11-30T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.24,2024-11-30T03:00:00,2024-11-30T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.65,2024-11-30T03:00:00,2024-11-30T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.22,2024-11-30T23:00:00,2024-12-01T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.23,2024-11-30T23:00:00,2024-12-01T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.23,2024-12-01T03:00:00,2024-12-01T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,5.84,2024-12-01T03:00:00,2024-12-01T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.75,2024-12-01T07:00:00,2024-12-01T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.63,2024-12-01T07:00:00,2024-12-01T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.96,2024-12-01T15:00:00,2024-12-01T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.27,2024-12-01T23:00:00,2024-12-02T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2,2024-12-01T23:00:00,2024-12-02T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.27,2024-12-02T03:00:00,2024-12-02T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,6.6,2024-12-02T03:00:00,2024-12-02T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.82,2024-12-05T23:00:00,2024-12-06T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2,2024-12-05T23:00:00,2024-12-06T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.05,2024-12-06T03:00:00,2024-12-06T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,8.69,2024-12-06T03:00:00,2024-12-06T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.25,2024-12-06T07:00:00,2024-12-06T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.06,2024-12-06T07:00:00,2024-12-06T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.56,2024-12-06T11:00:00,2024-12-06T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2,2024-12-06T11:00:00,2024-12-06T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4,2024-12-06T19:00:00,2024-12-06T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.46,2024-12-06T19:00:00,2024-12-06T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.81,2024-12-06T23:00:00,2024-12-07T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.55,2024-12-06T23:00:00,2024-12-07T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,5.62,2024-12-07T03:00:00,2024-12-07T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.69,2024-12-07T03:00:00,2024-12-07T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.69,2024-12-07T07:00:00,2024-12-07T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.44,2024-12-07T07:00:00,2024-12-07T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.57,2024-12-07T11:00:00,2024-12-07T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.35,2024-12-07T11:00:00,2024-12-07T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.69,2024-12-07T15:00:00,2024-12-07T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.46,2024-12-07T15:00:00,2024-12-07T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.69,2024-12-07T19:00:00,2024-12-07T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.5,2024-12-07T19:00:00,2024-12-07T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.38,2024-12-07T23:00:00,2024-12-08T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.53,2024-12-07T23:00:00,2024-12-08T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,7.24,2024-12-08T03:00:00,2024-12-08T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.25,2024-12-08T03:00:00,2024-12-08T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,5.69,2024-12-08T07:00:00,2024-12-08T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.69,2024-12-08T07:00:00,2024-12-08T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.75,2024-12-08T11:00:00,2024-12-08T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.05,2024-12-08T11:00:00,2024-12-08T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,7.8,2024-12-08T15:00:00,2024-12-08T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.59,2024-12-08T15:00:00,2024-12-08T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.25,2024-12-08T19:00:00,2024-12-08T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.1,2024-12-08T19:00:00,2024-12-08T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.5,2024-12-08T23:00:00,2024-12-09T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,5.69,2024-12-08T23:00:00,2024-12-09T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,10,2024-12-09T03:00:00,2024-12-09T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.12,2024-12-09T03:00:00,2024-12-09T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.02,2024-12-09T15:00:00,2024-12-09T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,12,2024-12-09T15:00:00,2024-12-09T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.45,2024-12-09T19:00:00,2024-12-09T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3,2024-12-09T19:00:00,2024-12-09T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4,2024-12-11T03:00:00,2024-12-11T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,5.35,2024-12-11T03:00:00,2024-12-11T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,7.69,2024-12-11T07:00:00,2024-12-11T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2,2024-12-11T07:00:00,2024-12-11T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,56.9,2024-12-11T15:00:00,2024-12-11T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,5.56,2024-12-11T15:00:00,2024-12-11T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.25,2024-12-11T23:00:00,2024-12-12T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4,2024-12-11T23:00:00,2024-12-12T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,7,2024-12-12T03:00:00,2024-12-12T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4,2024-12-12T03:00:00,2024-12-12T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,6.4,2024-12-12T15:00:00,2024-12-12T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,70.69,2024-12-12T15:00:00,2024-12-12T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.06,2024-12-12T23:00:00,2024-12-13T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2,2024-12-12T23:00:00,2024-12-13T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,5.75,2024-12-13T03:00:00,2024-12-13T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4,2024-12-13T03:00:00,2024-12-13T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,8.96,2024-12-13T07:00:00,2024-12-13T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.4,2024-12-13T23:00:00,2024-12-14T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.42,2024-12-13T23:00:00,2024-12-14T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,7,2024-12-14T03:00:00,2024-12-14T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.89,2024-12-14T03:00:00,2024-12-14T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.58,2024-12-14T07:00:00,2024-12-14T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,5.64,2024-12-14T07:00:00,2024-12-14T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.31,2024-12-14T11:00:00,2024-12-14T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4,2024-12-14T11:00:00,2024-12-14T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.07,2024-12-14T15:00:00,2024-12-14T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,6.99,2024-12-14T15:00:00,2024-12-14T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.78,2024-12-14T19:00:00,2024-12-14T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,5.36,2024-12-14T19:00:00,2024-12-14T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,1.8,2024-12-14T23:00:00,2024-12-15T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.25,2024-12-14T23:00:00,2024-12-15T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,1.69,2024-12-15T03:00:00,2024-12-15T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,9.1,2024-12-15T03:00:00,2024-12-15T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,3.99,2024-12-15T07:00:00,2024-12-15T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.62,2024-12-15T07:00:00,2024-12-15T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,2.19,2024-12-15T11:00:00,2024-12-15T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.5,2024-12-15T11:00:00,2024-12-15T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,4.16,2024-12-15T15:00:00,2024-12-15T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,8.51,2024-12-15T15:00:00,2024-12-15T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,2.1,2024-12-15T19:00:00,2024-12-15T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4.33,2024-12-15T19:00:00,2024-12-15T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,6,2024-12-15T23:00:00,2024-12-16T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,4,2024-12-15T23:00:00,2024-12-16T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,3.89,2024-12-16T03:00:00,2024-12-16T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,8,2024-12-16T03:00:00,2024-12-16T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCH,8,5.86,2024-12-16T07:00:00,2024-12-16T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-02,Response,DCL,8,6,2024-12-16T07:00:00,2024-12-16T11:00:00,,
