registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,Delivery capacity (MW),clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4,2024-12-30T23:00:00,2024-12-31T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.69,2024-12-31T03:00:00,2024-12-31T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,6.69,2024-12-31T03:00:00,2024-12-31T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.69,2024-12-31T07:00:00,2024-12-31T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,4,2024-12-31T11:00:00,2024-12-31T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,4.69,2024-12-31T15:00:00,2024-12-31T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,6.08,2024-12-31T15:00:00,2024-12-31T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.4,2024-12-31T19:00:00,2024-12-31T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,3.34,2025-01-01T19:00:00,2025-01-01T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,2.5,2024-12-31T23:00:00,2025-01-01T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,4.5,2025-01-01T03:00:00,2025-01-01T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,4.6,2025-01-01T11:00:00,2025-01-01T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,6.25,2025-01-01T15:00:00,2025-01-01T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,3,2024-12-31T23:00:00,2025-01-01T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,3.96,2025-01-01T03:00:00,2025-01-01T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,2.5,2025-01-01T07:00:00,2025-01-01T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,3.61,2025-01-02T07:00:00,2025-01-02T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,5.3,2025-01-02T15:00:00,2025-01-02T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.69,2025-01-02T03:00:00,2025-01-02T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,4,2025-01-01T23:00:00,2025-01-02T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,3.48,2025-01-02T07:00:00,2025-01-02T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,2.5,2025-01-02T19:00:00,2025-01-02T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,5.5,2025-01-02T03:00:00,2025-01-02T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,6,2025-01-03T03:00:00,2025-01-03T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,2.75,2025-01-02T23:00:00,2025-01-03T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,9.69,2025-01-03T15:00:00,2025-01-03T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.27,2025-01-03T03:00:00,2025-01-03T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,3.25,2025-01-03T19:00:00,2025-01-03T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,13.37,2025-01-03T15:00:00,2025-01-03T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,3.13,2025-01-03T11:00:00,2025-01-03T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.69,2025-01-03T07:00:00,2025-01-03T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,3.17,2025-01-11T19:00:00,2025-01-11T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,10.17,2025-01-11T15:00:00,2025-01-11T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,3.02,2025-01-12T19:00:00,2025-01-12T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,3,2025-01-12T03:00:00,2025-01-12T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.07,2025-01-12T15:00:00,2025-01-12T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,3.17,2025-01-13T19:00:00,2025-01-13T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.5,2025-01-13T07:00:00,2025-01-13T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.23,2025-01-13T15:00:00,2025-01-13T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,2.5,2025-01-18T07:00:00,2025-01-18T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,2.69,2025-01-18T03:00:00,2025-01-18T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.1,2025-01-18T15:00:00,2025-01-18T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,3.33,2025-01-18T03:00:00,2025-01-18T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,3.6,2025-01-23T07:00:00,2025-01-23T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,2.91,2025-01-23T03:00:00,2025-01-23T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.69,2025-01-23T15:00:00,2025-01-23T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,3.49,2025-01-27T23:00:00,2025-01-28T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,1.37,2025-01-28T03:00:00,2025-01-28T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,1.51,2025-01-27T23:00:00,2025-01-28T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,3.63,2025-01-28T03:00:00,2025-01-28T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,7.75,2025-01-29T03:00:00,2025-01-29T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,1.5,2025-01-29T03:00:00,2025-01-29T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,0.86,2025-01-30T19:00:00,2025-01-30T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,13,2025-01-30T15:00:00,2025-01-30T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,1.6,2025-01-30T07:00:00,2025-01-30T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,5.69,2025-01-30T15:00:00,2025-01-30T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.08,2025-01-30T03:00:00,2025-01-30T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,1.38,2025-01-30T11:00:00,2025-01-30T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,3.69,2025-01-30T03:00:00,2025-01-30T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,2.25,2025-01-30T19:00:00,2025-01-30T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,3.87,2025-01-30T11:00:00,2025-01-30T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,1.7,2025-01-29T23:00:00,2025-01-30T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,2.75,2025-01-30T07:00:00,2025-01-30T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,3.25,2025-01-29T23:00:00,2025-01-30T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,3,2025-01-31T03:00:00,2025-01-31T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,4.25,2025-01-31T11:00:00,2025-01-31T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,1.34,2025-01-31T03:00:00,2025-01-31T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,2.73,2025-01-31T11:00:00,2025-01-31T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,2.11,2025-02-01T03:00:00,2025-02-01T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,2.81,2025-02-01T11:00:00,2025-02-01T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.25,2025-02-01T03:00:00,2025-02-01T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,2.47,2025-02-01T11:00:00,2025-02-01T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,3.27,2025-02-02T03:00:00,2025-02-02T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,2,2025-02-02T11:00:00,2025-02-02T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,2.29,2025-02-02T11:00:00,2025-02-02T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,4.5,2025-02-02T03:00:00,2025-02-02T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.25,2025-02-04T03:00:00,2025-02-04T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,5.69,2025-02-04T03:00:00,2025-02-04T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.39,2025-02-04T11:00:00,2025-02-04T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,3.25,2025-02-04T11:00:00,2025-02-04T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,1.96,2025-02-05T03:00:00,2025-02-05T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,2.64,2025-02-05T03:00:00,2025-02-05T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,3,2025-02-06T03:00:00,2025-02-06T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.69,2025-02-06T03:00:00,2025-02-06T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,4.59,2025-02-19T03:00:00,2025-02-19T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,3.11,2025-02-19T03:00:00,2025-02-19T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,3.23,2025-02-18T23:00:00,2025-02-19T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,5.69,2025-02-18T23:00:00,2025-02-19T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,3.04,2025-02-20T03:00:00,2025-02-20T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,1.2,2025-02-19T23:00:00,2025-02-20T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,6.4,2025-02-20T03:00:00,2025-02-20T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,6.69,2025-02-19T23:00:00,2025-02-20T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,3.16,2025-02-21T03:00:00,2025-02-21T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,2.3,2025-02-20T23:00:00,2025-02-21T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,6.69,2025-02-20T23:00:00,2025-02-21T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,6.69,2025-02-21T03:00:00,2025-02-21T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.57,2025-02-22T03:00:00,2025-02-22T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,4.5,2025-02-22T03:00:00,2025-02-22T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,7.87,2025-02-21T23:00:00,2025-02-22T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,2.22,2025-02-21T23:00:00,2025-02-22T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,8.53,2025-02-22T23:00:00,2025-02-23T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,3.09,2025-02-23T03:00:00,2025-02-23T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,1.25,2025-02-22T23:00:00,2025-02-23T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.5,2025-02-23T03:00:00,2025-02-23T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,6.8,2025-02-24T03:00:00,2025-02-24T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,2.98,2025-02-24T03:00:00,2025-02-24T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,2.56,2025-02-23T23:00:00,2025-02-24T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,8.63,2025-02-23T23:00:00,2025-02-24T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,5,2025-02-25T03:00:00,2025-02-25T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,5.69,2025-02-25T03:00:00,2025-02-25T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.69,2025-02-24T23:00:00,2025-02-25T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,3.93,2025-02-24T23:00:00,2025-02-25T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,3.01,2025-02-25T23:00:00,2025-02-26T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,6.69,2025-02-26T03:00:00,2025-02-26T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,3.44,2025-02-26T03:00:00,2025-02-26T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,7.69,2025-02-25T23:00:00,2025-02-26T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,2.98,2025-02-26T23:00:00,2025-02-27T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,2.79,2025-02-27T03:00:00,2025-02-27T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,4.5,2025-02-26T23:00:00,2025-02-27T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.69,2025-02-27T03:00:00,2025-02-27T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,3.38,2025-02-28T03:00:00,2025-02-28T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,3.26,2025-02-27T23:00:00,2025-02-28T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,2.8,2025-02-28T03:00:00,2025-02-28T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4,2025-02-27T23:00:00,2025-02-28T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,3.67,2025-03-01T03:00:00,2025-03-01T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,1.44,2025-03-01T03:00:00,2025-03-01T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,3.25,2025-02-28T23:00:00,2025-03-01T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,1.2,2025-02-28T23:00:00,2025-03-01T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,1.28,2025-03-01T23:00:00,2025-03-02T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,2.07,2025-03-02T03:00:00,2025-03-02T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,1.29,2025-03-02T03:00:00,2025-03-02T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,1.8,2025-03-01T23:00:00,2025-03-02T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,2.48,2025-03-03T03:00:00,2025-03-03T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,2.95,2025-03-02T23:00:00,2025-03-03T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,5.36,2025-03-03T03:00:00,2025-03-03T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,5.81,2025-03-02T23:00:00,2025-03-03T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,1.51,2025-03-03T23:00:00,2025-03-04T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4,2025-03-04T03:00:00,2025-03-04T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,19,4.22,2025-03-03T23:00:00,2025-03-04T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,19,3.7,2025-03-04T03:00:00,2025-03-04T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,2.5,2025-01-13T11:00:00,2025-01-13T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,2.5,2025-01-13T03:00:00,2025-01-13T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,0.96,2025-03-05T07:00:00,2025-03-05T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,3.98,2025-03-05T11:00:00,2025-03-05T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,7.22,2025-03-05T19:00:00,2025-03-05T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.42,2025-03-05T15:00:00,2025-03-05T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,5.69,2025-03-04T23:00:00,2025-03-05T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,4.75,2025-03-05T03:00:00,2025-03-05T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,10.11,2025-03-05T11:00:00,2025-03-05T15:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,9.74,2025-03-05T07:00:00,2025-03-05T11:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,11.5,2025-03-05T15:00:00,2025-03-05T19:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,4.44,2025-03-05T19:00:00,2025-03-05T23:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,7.4,2025-03-05T03:00:00,2025-03-05T07:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCH,18,3.1,2025-03-04T23:00:00,2025-03-05T03:00:00,,
CONRAD ENERGY (TRADING) LIMITED,WNCHB-1,Response,DCL,18,6.21,2025-03-05T23:00:00,2025-03-06T03:00:00,,
