registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,Installed capacity (MW),Delivery capacity (MW),clearingPrice,deliveryStart,deliveryEnd,Delivery date ,EFA block of the day 
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,4.71,2024-12-06T23:00:00,2024-12-06T23:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,4.9,2024-12-07T04:30:00,2024-12-07T05:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,4.62,2024-12-07T00:00:00,2024-12-07T00:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,0.87,2024-12-07T05:30:00,2024-12-07T06:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,6,2024-12-07T01:00:00,2024-12-07T01:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,5.7,2024-12-07T03:00:00,2024-12-07T03:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,4.12,2024-12-07T23:30:00,2024-12-08T00:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,6,2024-12-08T01:30:00,2024-12-08T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,2.1,2024-12-08T00:00:00,2024-12-08T00:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,5.5,2024-12-08T02:00:00,2024-12-08T02:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,4.25,2024-12-08T00:30:00,2024-12-08T01:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,3.25,2024-12-07T23:00:00,2024-12-07T23:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,5.5,2024-12-08T02:30:00,2024-12-08T03:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,6,2024-12-08T01:00:00,2024-12-08T01:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,8.98,2024-12-09T01:00:00,2024-12-09T01:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,4.83,2024-12-09T21:30:00,2024-12-09T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,4.5,2024-12-09T02:00:00,2024-12-09T02:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,6.31,2024-12-09T22:30:00,2024-12-09T23:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,5.34,2024-12-09T19:00:00,2024-12-09T19:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,8.98,2024-12-08T23:30:00,2024-12-09T00:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,5.14,2024-12-09T20:00:00,2024-12-09T20:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,4.5,2024-12-09T00:30:00,2024-12-09T01:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,4.5,2024-12-09T21:00:00,2024-12-09T21:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,4.5,2024-12-09T01:30:00,2024-12-09T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,6.17,2024-12-09T22:00:00,2024-12-09T22:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,8.98,2024-12-09T02:30:00,2024-12-09T03:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,8.98,2024-12-08T23:00:00,2024-12-08T23:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,4.5,2024-12-09T19:30:00,2024-12-09T20:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,4.5,2024-12-09T00:00:00,2024-12-09T00:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,5.21,2024-12-09T20:30:00,2024-12-09T21:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,8.02,2024-12-11T20:00:00,2024-12-11T20:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,4.5,2024-12-11T20:30:00,2024-12-11T21:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,7.97,2024-12-11T21:00:00,2024-12-11T21:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,5.23,2024-12-11T22:00:00,2024-12-11T22:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,8.99,2024-12-11T22:30:00,2024-12-11T23:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,3.04,2024-12-11T00:00:00,2024-12-11T00:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,2.26,2024-12-11T00:30:00,2024-12-11T01:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,2.98,2024-12-11T01:00:00,2024-12-11T01:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,7.96,2024-12-11T21:30:00,2024-12-11T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,4.5,2024-12-11T19:00:00,2024-12-11T19:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,5.5,2024-12-11T19:30:00,2024-12-11T20:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,4.5,2024-12-11T01:30:00,2024-12-11T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,2.53,2024-12-10T23:00:00,2024-12-10T23:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,2.5,2024-12-10T23:30:00,2024-12-11T00:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,4.5,2024-12-11T02:00:00,2024-12-11T02:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,4.5,2024-12-11T02:30:00,2024-12-11T03:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,7.36,2024-12-12T20:00:00,2024-12-12T20:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,6.15,2024-12-12T20:30:00,2024-12-12T21:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,6.15,2024-12-12T22:30:00,2024-12-12T23:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,5.53,2024-12-12T19:00:00,2024-12-12T19:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,5.5,2024-12-12T19:30:00,2024-12-12T20:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,6.15,2024-12-12T21:30:00,2024-12-12T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,6.15,2024-12-12T22:00:00,2024-12-12T22:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,6.15,2024-12-12T21:00:00,2024-12-12T21:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,6.97,2024-12-15T08:30:00,2024-12-15T09:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,4.77,2024-12-15T09:30:00,2024-12-15T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,5.22,2024-12-15T07:00:00,2024-12-15T07:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,5,2024-12-15T10:30:00,2024-12-15T11:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,5.88,2024-12-15T08:00:00,2024-12-15T08:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,6.47,2024-12-15T09:00:00,2024-12-15T09:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,4.79,2024-12-15T10:00:00,2024-12-15T10:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,5.68,2024-12-15T07:30:00,2024-12-15T08:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.95,2024-12-18T02:00:00,2024-12-18T02:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.95,2024-12-17T23:30:00,2024-12-18T00:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.95,2024-12-18T00:30:00,2024-12-18T01:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.95,2024-12-18T01:30:00,2024-12-18T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.95,2024-12-17T23:00:00,2024-12-17T23:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,16.02,2024-12-18T02:30:00,2024-12-18T03:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.95,2024-12-18T00:00:00,2024-12-18T00:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.95,2024-12-18T01:00:00,2024-12-18T01:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.29,2024-12-19T01:00:00,2024-12-19T01:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,13.73,2024-12-19T02:00:00,2024-12-19T02:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.29,2024-12-18T23:30:00,2024-12-19T00:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.29,2024-12-19T00:30:00,2024-12-19T01:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.29,2024-12-19T01:30:00,2024-12-19T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,3.89,2024-12-19T02:30:00,2024-12-19T03:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.29,2024-12-18T23:00:00,2024-12-18T23:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.29,2024-12-19T00:00:00,2024-12-19T00:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,8.56,2024-12-20T11:30:00,2024-12-20T12:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,5.43,2024-12-20T19:30:00,2024-12-20T20:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,5.51,2024-12-20T08:00:00,2024-12-20T08:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,3.5,2024-12-20T12:30:00,2024-12-20T13:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,5.46,2024-12-20T09:00:00,2024-12-20T09:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,0.72,2024-12-20T01:00:00,2024-12-20T01:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,0.42,2024-12-20T20:30:00,2024-12-20T21:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,10,2024-12-20T02:00:00,2024-12-20T02:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,0.42,2024-12-20T21:30:00,2024-12-20T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,4.32,2024-12-20T13:30:00,2024-12-20T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,4.01,2024-12-20T10:00:00,2024-12-20T10:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,5.49,2024-12-20T11:00:00,2024-12-20T11:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,3.94,2024-12-20T07:30:00,2024-12-20T08:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,0.42,2024-12-20T22:30:00,2024-12-20T23:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,5.7,2024-12-20T14:30:00,2024-12-20T15:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,0.72,2024-12-19T23:30:00,2024-12-20T00:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,5.56,2024-12-20T19:00:00,2024-12-20T19:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,3.5,2024-12-20T12:00:00,2024-12-20T12:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,5.24,2024-12-20T08:30:00,2024-12-20T09:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,0.75,2024-12-20T00:30:00,2024-12-20T01:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,2.04,2024-12-20T20:00:00,2024-12-20T20:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,4.21,2024-12-20T01:30:00,2024-12-20T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,4.24,2024-12-20T21:00:00,2024-12-20T21:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,4.02,2024-12-20T13:00:00,2024-12-20T13:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,4.77,2024-12-20T09:30:00,2024-12-20T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,5,2024-12-20T14:00:00,2024-12-20T14:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,5,2024-12-20T10:30:00,2024-12-20T11:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,3.83,2024-12-20T07:00:00,2024-12-20T07:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,17.51,2024-12-20T02:30:00,2024-12-20T03:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,0.42,2024-12-20T22:00:00,2024-12-20T22:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.05,2024-12-19T23:00:00,2024-12-19T23:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,0.72,2024-12-20T00:00:00,2024-12-20T00:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.54,2024-12-21T21:30:00,2024-12-21T22:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,4.5,2024-12-21T13:30:00,2024-12-21T14:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,4.79,2024-12-21T10:00:00,2024-12-21T10:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.54,2024-12-21T02:00:00,2024-12-21T02:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,4.5,2024-12-21T11:00:00,2024-12-21T11:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.62,2024-12-21T22:30:00,2024-12-21T23:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,6.27,2024-12-21T07:30:00,2024-12-21T08:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,4.5,2024-12-21T19:00:00,2024-12-21T19:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,4.5,2024-12-21T14:30:00,2024-12-21T15:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.54,2024-12-20T23:30:00,2024-12-21T00:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.57,2024-12-21T20:00:00,2024-12-21T20:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,4.5,2024-12-21T12:00:00,2024-12-21T12:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,5,2024-12-21T08:30:00,2024-12-21T09:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.54,2024-12-21T00:30:00,2024-12-21T01:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.54,2024-12-21T21:00:00,2024-12-21T21:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.54,2024-12-21T01:30:00,2024-12-21T02:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.26,2024-12-21T22:00:00,2024-12-21T22:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,4.5,2024-12-21T13:00:00,2024-12-21T13:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,4.77,2024-12-21T09:30:00,2024-12-21T10:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,4.5,2024-12-21T14:00:00,2024-12-21T14:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,5,2024-12-21T10:30:00,2024-12-21T11:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,PQR,52,49,4.83,2024-12-21T07:00:00,2024-12-21T07:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.54,2024-12-21T02:30:00,2024-12-21T03:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.54,2024-12-20T23:00:00,2024-12-20T23:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,2.22,2024-12-21T19:30:00,2024-12-21T20:00:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.54,2024-12-21T00:00:00,2024-12-21T00:30:00,,
EDF ENERGY CUSTOMERS LIMITED,COVNB-1,Quick Reserve,NQR,52,49,1.05,2024-12-21T20:30:00,2024-12-21T21:00:00,,
