registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,Delivery capacity(MW),clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,3.11,2024-12-17T03:00:00,2024-12-17T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,5.89,2024-12-17T03:00:00,2024-12-17T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,7.5,2024-12-17T15:00:00,2024-12-17T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,6.65,2024-12-17T15:00:00,2024-12-17T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,5.39,2024-12-17T19:00:00,2024-12-17T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,3.75,2024-12-17T19:00:00,2024-12-17T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4.69,2024-12-17T23:00:00,2024-12-18T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.94,2024-12-17T23:00:00,2024-12-18T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,7.69,2024-12-18T03:00:00,2024-12-18T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4.69,2024-12-18T03:00:00,2024-12-18T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,5,2024-12-18T07:00:00,2024-12-18T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,4.69,2024-12-18T07:00:00,2024-12-18T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,2.99,2024-12-18T11:00:00,2024-12-18T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,3,2024-12-18T11:00:00,2024-12-18T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,3.33,2024-12-18T15:00:00,2024-12-18T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.7,2024-12-18T15:00:00,2024-12-18T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.89,2024-12-18T19:00:00,2024-12-18T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.76,2024-12-18T19:00:00,2024-12-18T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.25,2024-12-18T23:00:00,2024-12-19T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,3,2024-12-18T23:00:00,2024-12-19T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4.69,2024-12-19T03:00:00,2024-12-19T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4.69,2024-12-19T07:00:00,2024-12-19T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,3.07,2024-12-19T07:00:00,2024-12-19T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.8,2024-12-19T11:00:00,2024-12-19T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,1.28,2024-12-19T11:00:00,2024-12-19T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,3.6,2024-12-19T15:00:00,2024-12-19T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1,2024-12-19T19:00:00,2024-12-19T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.25,2024-12-19T19:00:00,2024-12-19T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.66,2024-12-19T23:00:00,2024-12-20T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,4.69,2024-12-19T23:00:00,2024-12-20T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,5.7,2024-12-20T03:00:00,2024-12-20T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,1.9,2024-12-20T03:00:00,2024-12-20T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,6,2024-12-20T07:00:00,2024-12-20T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,2,2024-12-20T07:00:00,2024-12-20T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,2.45,2024-12-20T11:00:00,2024-12-20T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4.69,2024-12-20T11:00:00,2024-12-20T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.75,2024-12-20T15:00:00,2024-12-20T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.75,2024-12-20T15:00:00,2024-12-20T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.75,2024-12-20T23:00:00,2024-12-21T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.05,2024-12-20T23:00:00,2024-12-21T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4.69,2024-12-21T03:00:00,2024-12-21T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4.1,2024-12-21T07:00:00,2024-12-21T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.41,2024-12-21T07:00:00,2024-12-21T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,2.07,2024-12-21T11:00:00,2024-12-21T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.6,2024-12-21T11:00:00,2024-12-21T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,5.8,2024-12-21T15:00:00,2024-12-21T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.65,2024-12-21T15:00:00,2024-12-21T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.63,2024-12-21T19:00:00,2024-12-21T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.25,2024-12-21T19:00:00,2024-12-21T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.75,2024-12-21T23:00:00,2024-12-22T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,3.01,2024-12-21T23:00:00,2024-12-22T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,3.03,2024-12-22T03:00:00,2024-12-22T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,2.18,2024-12-22T07:00:00,2024-12-22T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,3,2024-12-22T07:00:00,2024-12-22T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,3.08,2024-12-22T11:00:00,2024-12-22T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,1.7,2024-12-22T11:00:00,2024-12-22T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,4.18,2024-12-22T15:00:00,2024-12-22T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,9.69,2024-12-22T15:00:00,2024-12-22T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.04,2024-12-22T19:00:00,2024-12-22T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4.25,2024-12-22T19:00:00,2024-12-22T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,1.66,2024-12-22T23:00:00,2024-12-23T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,4.02,2024-12-22T23:00:00,2024-12-23T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4.04,2024-12-23T03:00:00,2024-12-23T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,6,2024-12-23T03:00:00,2024-12-23T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4,2024-12-23T07:00:00,2024-12-23T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,2.5,2024-12-23T07:00:00,2024-12-23T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,3.17,2024-12-23T19:00:00,2024-12-23T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1,2024-12-23T19:00:00,2024-12-23T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,1.83,2024-12-23T23:00:00,2024-12-24T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.77,2024-12-23T23:00:00,2024-12-24T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.18,2024-12-24T03:00:00,2024-12-24T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,4,2024-12-24T03:00:00,2024-12-24T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.82,2024-12-24T07:00:00,2024-12-24T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,5,2024-12-24T07:00:00,2024-12-24T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,1.78,2024-12-24T11:00:00,2024-12-24T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.44,2024-12-24T11:00:00,2024-12-24T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,5.1,2024-12-24T15:00:00,2024-12-24T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1,2024-12-24T15:00:00,2024-12-24T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4,2024-12-24T19:00:00,2024-12-24T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1,2024-12-24T19:00:00,2024-12-24T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.52,2024-12-24T23:00:00,2024-12-25T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,1.5,2024-12-24T23:00:00,2024-12-25T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,3.26,2024-12-25T03:00:00,2024-12-25T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,3.49,2024-12-25T03:00:00,2024-12-25T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,6.69,2024-12-25T07:00:00,2024-12-25T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,2,2024-12-25T07:00:00,2024-12-25T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,6.69,2024-12-25T11:00:00,2024-12-25T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1,2024-12-25T11:00:00,2024-12-25T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4.69,2024-12-25T15:00:00,2024-12-25T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,0.81,2024-12-25T15:00:00,2024-12-25T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4.69,2024-12-25T19:00:00,2024-12-25T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1,2024-12-25T19:00:00,2024-12-25T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,2.49,2024-12-26T03:00:00,2024-12-26T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.3,2024-12-26T03:00:00,2024-12-26T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1,2024-12-26T07:00:00,2024-12-26T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.92,2024-12-26T07:00:00,2024-12-26T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,0.9,2024-12-26T11:00:00,2024-12-26T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2,2024-12-26T11:00:00,2024-12-26T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4,2024-12-26T15:00:00,2024-12-26T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.69,2024-12-26T19:00:00,2024-12-26T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.83,2024-12-26T19:00:00,2024-12-26T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,1.44,2024-12-27T03:00:00,2024-12-27T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,4.69,2024-12-27T03:00:00,2024-12-27T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.33,2024-12-27T07:00:00,2024-12-27T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,2.4,2024-12-27T07:00:00,2024-12-27T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.64,2024-12-27T11:00:00,2024-12-27T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,1.53,2024-12-27T11:00:00,2024-12-27T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4.43,2024-12-27T15:00:00,2024-12-27T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,1.92,2024-12-27T19:00:00,2024-12-27T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.11,2024-12-27T19:00:00,2024-12-27T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,4,2024-12-28T03:00:00,2024-12-28T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,1.67,2024-12-28T03:00:00,2024-12-28T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,1.71,2024-12-28T07:00:00,2024-12-28T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,3.01,2024-12-28T07:00:00,2024-12-28T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,1.31,2024-12-28T11:00:00,2024-12-28T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,2.04,2024-12-28T11:00:00,2024-12-28T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.08,2024-12-28T15:00:00,2024-12-28T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.5,2024-12-28T15:00:00,2024-12-28T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.75,2024-12-28T19:00:00,2024-12-28T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.89,2024-12-28T19:00:00,2024-12-28T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,0.87,2024-12-28T23:00:00,2024-12-29T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.25,2024-12-28T23:00:00,2024-12-29T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.25,2024-12-29T03:00:00,2024-12-29T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,4.5,2024-12-29T03:00:00,2024-12-29T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,2.96,2024-12-29T07:00:00,2024-12-29T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,9.69,2024-12-29T07:00:00,2024-12-29T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,3.24,2024-12-29T11:00:00,2024-12-29T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,4.5,2024-12-29T11:00:00,2024-12-29T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1,2024-12-29T15:00:00,2024-12-29T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,5.51,2024-12-29T15:00:00,2024-12-29T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,2.14,2024-12-29T19:00:00,2024-12-29T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,3.36,2024-12-29T19:00:00,2024-12-29T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,1,2024-12-29T23:00:00,2024-12-30T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,2.24,2024-12-29T23:00:00,2024-12-30T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,7.47,2024-12-30T03:00:00,2024-12-30T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,3.23,2024-12-30T03:00:00,2024-12-30T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,3,2024-12-30T07:00:00,2024-12-30T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.54,2024-12-30T07:00:00,2024-12-30T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,1.73,2024-12-30T11:00:00,2024-12-30T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.74,2024-12-30T11:00:00,2024-12-30T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.7,2024-12-30T15:00:00,2024-12-30T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,5.5,2024-12-30T15:00:00,2024-12-30T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4,2024-12-30T19:00:00,2024-12-30T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.51,2024-12-30T19:00:00,2024-12-30T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4,2024-12-30T23:00:00,2024-12-31T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.75,2024-12-30T23:00:00,2024-12-31T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4.69,2024-12-31T03:00:00,2024-12-31T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4.69,2024-12-31T07:00:00,2024-12-31T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,2.2,2024-12-31T07:00:00,2024-12-31T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,4,2024-12-31T11:00:00,2024-12-31T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.14,2024-12-31T11:00:00,2024-12-31T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,6.08,2024-12-31T15:00:00,2024-12-31T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,4.69,2024-12-31T15:00:00,2024-12-31T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4.4,2024-12-31T19:00:00,2024-12-31T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.51,2024-12-31T19:00:00,2024-12-31T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.25,2025-01-01T07:00:00,2025-01-01T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,6.25,2025-01-01T15:00:00,2025-01-01T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,4.6,2025-01-01T11:00:00,2025-01-01T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,2,2025-01-01T19:00:00,2025-01-01T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,3.96,2025-01-01T03:00:00,2025-01-01T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,3,2024-12-31T23:00:00,2025-01-01T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.14,2025-01-01T11:00:00,2025-01-01T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,2.5,2025-01-01T07:00:00,2025-01-01T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,1.75,2025-01-01T15:00:00,2025-01-01T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,3.34,2025-01-01T19:00:00,2025-01-01T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.5,2024-12-31T23:00:00,2025-01-01T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,4.5,2025-01-01T03:00:00,2025-01-01T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4.69,2025-01-02T03:00:00,2025-01-02T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,4,2025-01-01T23:00:00,2025-01-02T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,3.48,2025-01-02T07:00:00,2025-01-02T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2,2025-01-02T11:00:00,2025-01-02T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2.5,2025-01-02T19:00:00,2025-01-02T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,2,2025-01-01T23:00:00,2025-01-02T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,5.5,2025-01-02T03:00:00,2025-01-02T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,3.61,2025-01-02T07:00:00,2025-01-02T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,5.3,2025-01-02T15:00:00,2025-01-02T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,2,2025-01-02T11:00:00,2025-01-02T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCH,18,2.48,2025-01-02T19:00:00,2025-01-02T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-05,Response,DCL,18,4.27,2025-01-03T03:00:00,2025-01-03T07:00:00,,
