registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,Installed capacity (MW),Delivery capacity (MW),clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.05,2023-11-04T07:00:00,2023-11-04T11:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,4.49,2023-11-04T15:00:00,2023-11-04T19:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.54,2023-11-06T07:00:00,2023-11-06T11:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.04,2023-11-06T11:00:00,2023-11-06T15:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,12.72,2023-11-07T15:00:00,2023-11-07T19:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,4.5,2023-11-07T07:00:00,2023-11-07T11:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCH,50,45,2.14,2023-11-10T03:00:00,2023-11-10T07:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCH,50,45,1.29,2023-11-12T03:00:00,2023-11-12T07:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.54,2024-09-15T02:00:00,2024-09-15T06:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1,2024-09-15T22:00:00,2024-09-16T02:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.17,2024-09-16T02:00:00,2024-09-16T06:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3,2024-09-16T06:00:00,2024-09-16T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.38,2024-09-16T10:00:00,2024-09-16T14:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.6,2024-09-16T14:00:00,2024-09-16T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.5,2024-09-22T14:00:00,2024-09-22T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.5,2024-09-23T06:00:00,2024-09-23T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.3,2024-09-23T14:00:00,2024-09-23T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.5,2024-09-24T14:00:00,2024-09-24T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,5,2024-09-25T14:00:00,2024-09-25T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,7,2024-09-25T18:00:00,2024-09-25T22:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.75,2024-09-25T22:00:00,2024-09-26T02:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.5,2024-09-26T06:00:00,2024-09-26T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.08,2024-09-26T14:00:00,2024-09-26T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.33,2024-09-27T02:00:00,2024-09-27T06:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.5,2024-09-27T06:00:00,2024-09-27T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.05,2024-09-27T14:00:00,2024-09-27T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.25,2024-09-27T18:00:00,2024-09-27T22:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.45,2024-09-27T22:00:00,2024-09-28T02:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2,2024-09-28T06:00:00,2024-09-28T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2,2024-09-28T14:00:00,2024-09-28T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.13,2024-09-29T06:00:00,2024-09-29T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.75,2024-09-29T14:00:00,2024-09-29T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.5,2024-09-30T02:00:00,2024-09-30T06:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.08,2024-09-30T06:00:00,2024-09-30T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.76,2024-09-30T10:00:00,2024-09-30T14:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.88,2024-10-01T02:00:00,2024-10-01T06:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,5,2024-10-01T06:00:00,2024-10-01T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.89,2024-10-01T14:00:00,2024-10-01T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.93,2024-10-02T06:00:00,2024-10-02T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3,2024-10-02T14:00:00,2024-10-02T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.04,2024-10-02T22:00:00,2024-10-03T02:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1,2024-10-03T02:00:00,2024-10-03T06:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.01,2024-10-03T06:00:00,2024-10-03T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.09,2024-10-03T10:00:00,2024-10-03T14:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.1,2024-10-03T14:00:00,2024-10-03T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.75,2024-10-03T18:00:00,2024-10-03T22:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.25,2024-10-03T22:00:00,2024-10-04T02:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.82,2024-10-04T02:00:00,2024-10-04T06:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.62,2024-10-04T06:00:00,2024-10-04T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.2,2024-10-04T10:00:00,2024-10-04T14:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.5,2024-10-04T14:00:00,2024-10-04T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,4,2024-10-04T18:00:00,2024-10-04T22:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,4.79,2024-10-05T14:00:00,2024-10-05T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.91,2024-10-06T10:00:00,2024-10-06T14:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.48,2024-10-06T14:00:00,2024-10-06T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,5.3,2024-10-07T14:00:00,2024-10-07T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.5,2024-10-08T06:00:00,2024-10-08T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,6.14,2024-10-08T14:00:00,2024-10-08T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.5,2024-10-08T22:00:00,2024-10-09T02:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.57,2024-10-09T02:00:00,2024-10-09T06:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.06,2024-10-09T06:00:00,2024-10-09T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.03,2024-10-09T10:00:00,2024-10-09T14:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,4.05,2024-10-09T14:00:00,2024-10-09T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.52,2024-10-09T18:00:00,2024-10-09T22:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2,2024-10-10T02:00:00,2024-10-10T06:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.19,2024-10-10T06:00:00,2024-10-10T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.82,2024-10-10T10:00:00,2024-10-10T14:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.75,2024-10-10T14:00:00,2024-10-10T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.96,2024-10-10T22:00:00,2024-10-11T02:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.97,2024-10-11T02:00:00,2024-10-11T06:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.25,2024-10-11T06:00:00,2024-10-11T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.86,2024-10-11T10:00:00,2024-10-11T14:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,5.11,2024-10-11T14:00:00,2024-10-11T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.7,2024-10-11T22:00:00,2024-10-12T02:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.1,2024-10-12T02:00:00,2024-10-12T06:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.5,2024-10-12T06:00:00,2024-10-12T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.56,2024-10-12T14:00:00,2024-10-12T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.75,2024-10-12T22:00:00,2024-10-13T02:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.5,2024-10-13T02:00:00,2024-10-13T06:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.25,2024-10-13T14:00:00,2024-10-13T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.75,2024-10-14T06:00:00,2024-10-14T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,8.75,2024-10-14T14:00:00,2024-10-14T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,6.2,2024-10-14T18:00:00,2024-10-14T22:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,7,2024-10-15T06:00:00,2024-10-15T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.51,2024-10-15T14:00:00,2024-10-15T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.49,2024-10-16T02:00:00,2024-10-16T06:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.5,2024-10-16T06:00:00,2024-10-16T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.25,2024-10-16T14:00:00,2024-10-16T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.9,2024-10-16T22:00:00,2024-10-17T02:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.74,2024-10-17T06:00:00,2024-10-17T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.01,2024-10-17T10:00:00,2024-10-17T14:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,7,2024-10-17T14:00:00,2024-10-17T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.8,2024-10-17T22:00:00,2024-10-18T02:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.15,2024-10-18T02:00:00,2024-10-18T06:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,5.3,2024-10-18T06:00:00,2024-10-18T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,5.08,2024-10-18T14:00:00,2024-10-18T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.01,2024-10-18T22:00:00,2024-10-19T02:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.75,2024-10-19T06:00:00,2024-10-19T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.47,2024-10-19T14:00:00,2024-10-19T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,4.5,2024-10-19T22:00:00,2024-10-20T02:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.85,2024-10-20T06:00:00,2024-10-20T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.33,2024-10-20T10:00:00,2024-10-20T14:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,7.39,2024-10-20T14:00:00,2024-10-20T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,4.48,2024-10-20T22:00:00,2024-10-21T02:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.41,2024-10-21T06:00:00,2024-10-21T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.18,2024-10-21T10:00:00,2024-10-21T14:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,6.5,2024-10-21T14:00:00,2024-10-21T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.46,2024-10-21T22:00:00,2024-10-22T02:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.08,2024-10-22T02:00:00,2024-10-22T06:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,4.7,2024-10-22T06:00:00,2024-10-22T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.94,2024-10-22T10:00:00,2024-10-22T14:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,7.15,2024-10-22T14:00:00,2024-10-22T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,5,2024-10-22T18:00:00,2024-10-22T22:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.92,2024-10-22T22:00:00,2024-10-23T02:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.54,2024-10-23T02:00:00,2024-10-23T06:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,6,2024-10-23T06:00:00,2024-10-23T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,6.5,2024-10-23T14:00:00,2024-10-23T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.75,2024-10-23T18:00:00,2024-10-23T22:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.56,2024-10-23T22:00:00,2024-10-24T02:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.22,2024-10-24T02:00:00,2024-10-24T06:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,5.5,2024-10-24T06:00:00,2024-10-24T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.71,2024-10-24T10:00:00,2024-10-24T14:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.55,2024-10-24T14:00:00,2024-10-24T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,5.5,2024-10-24T22:00:00,2024-10-25T02:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.17,2024-10-25T02:00:00,2024-10-25T06:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,4,2024-10-25T06:00:00,2024-10-25T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,1.95,2024-10-25T10:00:00,2024-10-25T14:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,15,2024-10-25T14:00:00,2024-10-25T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.92,2024-10-25T18:00:00,2024-10-25T22:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.65,2024-10-25T22:00:00,2024-10-26T02:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.25,2024-10-26T06:00:00,2024-10-26T10:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.79,2024-10-26T14:00:00,2024-10-26T18:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,5,2024-10-26T22:00:00,2024-10-27T03:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3,2024-10-27T03:00:00,2024-10-27T07:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3,2024-10-27T07:00:00,2024-10-27T11:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.19,2024-10-27T11:00:00,2024-10-27T15:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,5.81,2024-10-27T15:00:00,2024-10-27T19:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3,2024-10-27T23:00:00,2024-10-28T03:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2,2024-10-28T03:00:00,2024-10-28T07:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.17,2024-10-28T07:00:00,2024-10-28T11:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,5,2024-10-28T15:00:00,2024-10-28T19:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.25,2024-10-28T19:00:00,2024-10-28T23:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,3.45,2024-10-28T23:00:00,2024-10-29T03:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.9,2024-10-29T07:00:00,2024-10-29T11:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,2.75,2024-10-29T11:00:00,2024-10-29T15:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,20.3,2024-10-29T15:00:00,2024-10-29T19:00:00,,
CENTRICA BUSINESS SOLUTIONS UK OPTIMISATION LIMITED,ROOSB-1,Response,DCL,50,45,5.4,2024-10-29T19:00:00,2024-10-29T23:00:00,,
