registeredAuctionParticipant,auctionUnit,serviceType,auctionProduct,Delivery capacity(MW),clearingPrice,deliveryStart,deliveryEnd,Delivery date,EFA block of the day 
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.55,2024-10-23T22:00:00,2024-10-24T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.22,2024-10-24T02:00:00,2024-10-24T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,4.25,2024-10-24T02:00:00,2024-10-24T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,5.5,2024-10-24T06:00:00,2024-10-24T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.76,2024-10-24T06:00:00,2024-10-24T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.94,2024-10-24T14:00:00,2024-10-24T18:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.55,2024-10-24T14:00:00,2024-10-24T18:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.5,2024-10-24T18:00:00,2024-10-24T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1,2024-10-24T18:00:00,2024-10-24T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,5.5,2024-10-24T22:00:00,2024-10-25T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.91,2024-10-24T22:00:00,2024-10-25T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.75,2024-10-25T02:00:00,2024-10-25T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.17,2024-10-25T02:00:00,2024-10-25T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.73,2024-10-25T06:00:00,2024-10-25T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,4,2024-10-25T06:00:00,2024-10-25T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.95,2024-10-25T10:00:00,2024-10-25T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,4.37,2024-10-25T10:00:00,2024-10-25T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,5.75,2024-10-25T14:00:00,2024-10-25T18:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,15,2024-10-25T14:00:00,2024-10-25T18:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.84,2024-10-25T18:00:00,2024-10-25T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.92,2024-10-25T18:00:00,2024-10-25T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.65,2024-10-25T22:00:00,2024-10-26T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.85,2024-10-25T22:00:00,2024-10-26T02:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.57,2024-10-26T02:00:00,2024-10-26T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.21,2024-10-26T02:00:00,2024-10-26T06:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.25,2024-10-26T06:00:00,2024-10-26T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.71,2024-10-26T06:00:00,2024-10-26T10:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.81,2024-10-26T10:00:00,2024-10-26T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.7,2024-10-26T10:00:00,2024-10-26T14:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.79,2024-10-26T14:00:00,2024-10-26T18:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.27,2024-10-26T14:00:00,2024-10-26T18:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2,2024-10-26T18:00:00,2024-10-26T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.82,2024-10-26T18:00:00,2024-10-26T22:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.76,2024-10-26T22:00:00,2024-10-27T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,5,2024-10-26T22:00:00,2024-10-27T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,4,2024-10-27T03:00:00,2024-10-27T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3,2024-10-27T03:00:00,2024-10-27T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3,2024-10-27T07:00:00,2024-10-27T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.22,2024-10-27T07:00:00,2024-10-27T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,3.5,2024-10-27T11:00:00,2024-10-27T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.19,2024-10-27T11:00:00,2024-10-27T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.25,2024-10-27T15:00:00,2024-10-27T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,5.81,2024-10-27T15:00:00,2024-10-27T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.24,2024-10-27T19:00:00,2024-10-27T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.45,2024-10-27T19:00:00,2024-10-27T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.57,2024-10-27T23:00:00,2024-10-28T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3,2024-10-27T23:00:00,2024-10-28T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,5.25,2024-10-28T03:00:00,2024-10-28T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2,2024-10-28T03:00:00,2024-10-28T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.15,2024-10-28T15:00:00,2024-10-28T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,5,2024-10-28T15:00:00,2024-10-28T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.82,2024-10-28T19:00:00,2024-10-28T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.25,2024-10-28T19:00:00,2024-10-28T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.6,2024-10-28T23:00:00,2024-10-29T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.45,2024-10-28T23:00:00,2024-10-29T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.63,2024-10-29T03:00:00,2024-10-29T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.5,2024-10-29T03:00:00,2024-10-29T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.71,2024-10-29T07:00:00,2024-10-29T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.9,2024-10-29T07:00:00,2024-10-29T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.75,2024-10-29T11:00:00,2024-10-29T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.99,2024-10-29T11:00:00,2024-10-29T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,3.75,2024-10-29T15:00:00,2024-10-29T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,20.3,2024-10-29T15:00:00,2024-10-29T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.03,2024-10-29T19:00:00,2024-10-29T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,5.4,2024-10-29T19:00:00,2024-10-29T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.67,2024-10-29T23:00:00,2024-10-30T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.66,2024-10-29T23:00:00,2024-10-30T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.16,2024-10-30T03:00:00,2024-10-30T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.42,2024-10-30T03:00:00,2024-10-30T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.75,2024-10-30T07:00:00,2024-10-30T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1,2024-10-30T07:00:00,2024-10-30T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.12,2024-10-30T11:00:00,2024-10-30T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.25,2024-10-30T11:00:00,2024-10-30T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,14.4,2024-10-30T15:00:00,2024-10-30T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,3,2024-10-30T15:00:00,2024-10-30T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3,2024-10-30T19:00:00,2024-10-30T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.39,2024-10-30T19:00:00,2024-10-30T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,4.03,2024-10-30T23:00:00,2024-10-31T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.12,2024-10-30T23:00:00,2024-10-31T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,5.5,2024-10-31T03:00:00,2024-10-31T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.11,2024-10-31T03:00:00,2024-10-31T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.17,2024-10-31T07:00:00,2024-10-31T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1,2024-10-31T07:00:00,2024-10-31T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.04,2024-10-31T11:00:00,2024-10-31T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.09,2024-10-31T11:00:00,2024-10-31T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,7,2024-10-31T15:00:00,2024-10-31T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.37,2024-10-31T15:00:00,2024-10-31T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.15,2024-10-31T19:00:00,2024-10-31T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.03,2024-10-31T19:00:00,2024-10-31T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2,2024-10-31T23:00:00,2024-11-01T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.37,2024-10-31T23:00:00,2024-11-01T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,5.82,2024-11-01T03:00:00,2024-11-01T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.53,2024-11-01T03:00:00,2024-11-01T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.72,2024-11-01T07:00:00,2024-11-01T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.1,2024-11-01T07:00:00,2024-11-01T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.84,2024-11-01T11:00:00,2024-11-01T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.43,2024-11-01T11:00:00,2024-11-01T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.77,2024-11-01T15:00:00,2024-11-01T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3,2024-11-01T15:00:00,2024-11-01T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.58,2024-11-01T19:00:00,2024-11-01T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.76,2024-11-01T19:00:00,2024-11-01T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.31,2024-11-01T23:00:00,2024-11-02T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.27,2024-11-01T23:00:00,2024-11-02T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.1,2024-11-02T03:00:00,2024-11-02T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.63,2024-11-02T03:00:00,2024-11-02T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.9,2024-11-02T07:00:00,2024-11-02T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.89,2024-11-02T07:00:00,2024-11-02T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.17,2024-11-02T11:00:00,2024-11-02T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.02,2024-11-02T11:00:00,2024-11-02T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.1,2024-11-02T15:00:00,2024-11-02T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.81,2024-11-02T15:00:00,2024-11-02T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.91,2024-11-02T19:00:00,2024-11-02T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.89,2024-11-02T19:00:00,2024-11-02T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.31,2024-11-02T23:00:00,2024-11-03T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1,2024-11-02T23:00:00,2024-11-03T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.28,2024-11-03T03:00:00,2024-11-03T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.7,2024-11-03T03:00:00,2024-11-03T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.54,2024-11-03T07:00:00,2024-11-03T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.75,2024-11-03T19:00:00,2024-11-03T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,0.89,2024-11-03T19:00:00,2024-11-03T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.21,2024-11-03T23:00:00,2024-11-04T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.64,2024-11-03T23:00:00,2024-11-04T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.75,2024-11-04T03:00:00,2024-11-04T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.29,2024-11-04T03:00:00,2024-11-04T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.11,2024-11-04T07:00:00,2024-11-04T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.42,2024-11-04T07:00:00,2024-11-04T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,4,2024-11-04T11:00:00,2024-11-04T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.03,2024-11-04T11:00:00,2024-11-04T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.55,2024-11-04T15:00:00,2024-11-04T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,20.08,2024-11-04T15:00:00,2024-11-04T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,4.25,2024-11-04T19:00:00,2024-11-04T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1,2024-11-04T19:00:00,2024-11-04T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.57,2024-11-04T23:00:00,2024-11-05T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.73,2024-11-04T23:00:00,2024-11-05T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.91,2024-11-05T03:00:00,2024-11-05T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.52,2024-11-05T03:00:00,2024-11-05T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,3.25,2024-11-05T07:00:00,2024-11-05T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.72,2024-11-05T07:00:00,2024-11-05T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.53,2024-11-05T11:00:00,2024-11-05T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.51,2024-11-05T11:00:00,2024-11-05T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,3.54,2024-11-05T15:00:00,2024-11-05T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,27.6,2024-11-05T15:00:00,2024-11-05T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,5.51,2024-11-05T19:00:00,2024-11-05T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.05,2024-11-05T19:00:00,2024-11-05T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.67,2024-11-05T23:00:00,2024-11-06T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.54,2024-11-05T23:00:00,2024-11-06T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,1.46,2024-11-06T03:00:00,2024-11-06T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,3,2024-11-06T03:00:00,2024-11-06T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.37,2024-11-06T07:00:00,2024-11-06T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.5,2024-11-06T07:00:00,2024-11-06T11:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.57,2024-11-06T11:00:00,2024-11-06T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.81,2024-11-06T11:00:00,2024-11-06T15:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,29,2024-11-06T15:00:00,2024-11-06T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,3.97,2024-11-06T15:00:00,2024-11-06T19:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,4.75,2024-11-06T19:00:00,2024-11-06T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1.31,2024-11-06T19:00:00,2024-11-06T23:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.71,2024-11-06T23:00:00,2024-11-07T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,1,2024-11-06T23:00:00,2024-11-07T03:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCL,8,2.01,2024-11-07T03:00:00,2024-11-07T07:00:00,,
GORE STREET ENERGY TRADING LIMITED,GSET-01,Response,DCH,8,2.22,2024-11-07T03:00:00,2024-11-07T07:00:00,,
