Date,EFA,Clearing Price
2022-02-27,5,47.98
2022-02-27,6,39.98
2022-02-28,1,16.98
2022-02-28,2,16.98
2022-02-28,3,16.9
2022-02-28,4,0.66
2022-02-28,5,2.45
2022-02-28,6,2.95
2022-03-01,1,0.9
2022-03-01,2,0.9
2022-03-01,3,0.67
2022-03-01,4,0.55
2022-03-01,5,16.01
2022-03-01,6,39.98
2022-03-02,1,1.2
2022-03-02,2,4.4
2022-03-02,3,2.4
2022-03-02,4,1.1
2022-03-02,5,47.98
2022-03-02,6,39.98
2022-03-03,1,10.85
2022-03-03,2,16.98
2022-03-03,3,2.0
2022-03-03,4,2.42
2022-03-03,5,2.0
2022-03-03,6,24.6
2022-03-04,1,2.0
2022-03-04,2,2.02
2022-03-04,3,0.7
2022-03-04,4,0.47
2022-03-04,5,47.98
2022-03-04,6,39.98
2022-03-05,1,0.6
2022-03-05,2,1.2
2022-03-05,3,0.65
2022-03-05,4,1.2
2022-03-05,5,47.98
2022-03-05,6,4.1
2022-03-06,1,0.6
2022-03-06,2,0.6
2022-03-06,3,1.49
2022-03-06,4,1.49
2022-03-06,5,47.98
2022-03-06,6,2.95
2022-03-07,1,0.9
2022-03-07,2,1.2
2022-03-07,3,1.2
2022-03-07,4,0.25
2022-03-07,5,1.2
2022-03-07,6,10.0
2022-03-08,1,16.99
2022-03-08,2,16.98
2022-03-08,3,16.7
2022-03-08,4,47.31
2022-03-08,5,47.98
2022-03-08,6,39.98
2022-03-09,1,4.0
2022-03-09,2,16.98
2022-03-09,3,16.45
2022-03-09,4,35.0
2022-03-09,5,47.98
2022-03-09,6,15.62
2022-03-10,1,2.14
2022-03-10,2,7.35
2022-03-10,3,2.0
2022-03-10,4,3.13
2022-03-10,5,47.98
2022-03-10,6,39.98
2022-03-11,1,5.7
2022-03-11,2,16.98
2022-03-11,3,16.6
2022-03-11,4,47.05
2022-03-11,5,47.98
2022-03-11,6,39.98
2022-03-12,1,3.95
2022-03-12,2,6.26
2022-03-12,3,16.83
2022-03-12,4,47.09
2022-03-12,5,47.98
2022-03-12,6,39.98
2022-03-13,1,16.98
2022-03-13,2,16.98
2022-03-13,3,16.88
2022-03-13,4,47.12
2022-03-13,5,47.98
2022-03-13,6,39.98
2022-03-14,1,2.49
2022-03-14,2,16.09
2022-03-14,3,2.0
2022-03-14,4,4.49
2022-03-14,5,47.98
2022-03-14,6,39.98
2022-03-15,1,1.2
2022-03-15,2,3.95
2022-03-15,3,16.84
2022-03-15,4,4.95
2022-03-15,5,47.98
2022-03-15,6,39.98
2022-03-16,1,1.2
2022-03-16,2,4.42
2022-03-16,3,0.91
2022-03-16,4,0.5
2022-03-16,5,2.0
2022-03-16,6,39.98
2022-03-17,1,4.95
2022-03-17,2,4.95
2022-03-17,3,5.93
2022-03-17,4,47.11
2022-03-17,5,47.0
2022-03-17,6,39.45
2022-03-18,1,2.49
2022-03-18,2,4.95
2022-03-18,3,3.0
2022-03-18,4,0.73
2022-03-18,5,47.41
2022-03-18,6,39.37
2022-03-19,1,1.0
2022-03-19,2,1.08
2022-03-19,3,16.88
2022-03-19,4,47.38
2022-03-19,5,47.08
2022-03-19,6,39.07
2022-03-20,1,1.2
2022-03-20,2,2.49
2022-03-20,3,16.82
2022-03-20,4,47.5
2022-03-20,5,47.19
2022-03-20,6,39.1
2022-03-21,1,0.66
2022-03-21,2,1.2
2022-03-21,3,16.01
2022-03-21,4,0.66
2022-03-21,5,12.51
2022-03-21,6,4.8
2022-03-22,1,2.95
2022-03-22,2,3.95
2022-03-22,3,16.69
2022-03-22,4,47.22
2022-03-22,5,47.36
2022-03-22,6,39.98
2022-03-23,1,1.2
2022-03-23,2,8.23
2022-03-23,3,16.81
2022-03-23,4,4.99
2022-03-23,5,12.45
2022-03-23,6,4.44
2022-03-24,1,1.08
2022-03-24,2,1.1
2022-03-24,3,4.99
2022-03-24,4,2.95
2022-03-24,5,4.32
2022-03-24,6,2.49
2022-03-25,1,1.08
2022-03-25,2,1.2
2022-03-25,3,9.9
2022-03-25,4,4.56
2022-03-25,5,47.98
2022-03-25,6,2.75
2022-03-26,1,0.51
2022-03-26,2,1.2
2022-03-26,3,3.22
2022-03-26,4,11.45
2022-03-26,5,47.98
2022-03-26,6,9.66
2022-03-27,1,0.56
2022-03-27,2,1.1
2022-03-27,3,1.2
2022-03-27,4,0.67
2022-03-27,5,47.98
2022-03-27,6,2.0
2022-03-28,1,0.75
2022-03-28,2,1.2
2022-03-28,3,2.95
2022-03-28,4,1.49
2022-03-28,5,47.98
2022-03-28,6,2.5
2022-03-29,1,1.1
2022-03-29,2,16.98
2022-03-29,3,2.77
2022-03-29,4,1.0
2022-03-29,5,6.85
2022-03-29,6,39.98
2022-03-30,1,1.1
2022-03-30,2,3.7
2022-03-30,3,5.17
2022-03-30,4,0.95
2022-03-30,5,3.95
2022-03-30,6,39.98
2022-03-31,1,2.49
2022-03-31,2,5.5
2022-03-31,3,16.36
2022-03-31,4,7.6
2022-03-31,5,47.98
2022-03-31,6,39.98
2022-04-01,1,1.7
2022-04-01,2,8.96
2022-04-01,3,4.89
2022-04-01,4,1.5
2022-04-01,5,47.99
2022-04-01,6,1.13
2022-04-02,1,0.56
2022-04-02,2,3.0
2022-04-02,3,1.2
2022-04-02,4,1.5
2022-04-02,5,12.11
2022-04-02,6,2.0
2022-04-03,1,0.55
2022-04-03,2,2.88
2022-04-03,3,1.49
2022-04-03,4,1.86
2022-04-03,5,47.98
2022-04-03,6,4.24
2022-04-04,1,2.2
2022-04-04,2,16.48
2022-04-04,3,5.0
2022-04-04,4,1.86
2022-04-04,5,60.0
2022-04-04,6,3.61
2022-04-05,1,5.1
2022-04-05,2,26.28
2022-04-05,3,10.0
2022-04-05,4,2.98
2022-04-05,5,70.0
2022-04-05,6,55.0
2022-04-06,1,37.0
2022-04-06,2,51.0
2022-04-06,3,89.0
2022-04-06,4,85.0
2022-04-06,5,103.0
2022-04-06,6,79.99
2022-04-07,1,46.99
2022-04-07,2,62.99
2022-04-07,3,104.0
2022-04-07,4,77.0
2022-04-07,5,81.98
2022-04-07,6,47.91
2022-04-08,1,2.6
2022-04-08,2,1.2
2022-04-08,3,0.99
2022-04-08,4,4.84
2022-04-08,5,59.98
2022-04-08,6,10.23
2022-04-09,1,4.83
2022-04-09,2,6.25
2022-04-09,3,15.48
2022-04-09,4,47.98
2022-04-09,5,69.0
2022-04-09,6,2.49
2022-04-10,1,2.35
2022-04-10,2,2.55
2022-04-10,3,7.25
2022-04-10,4,7.29
2022-04-10,5,58.62
2022-04-10,6,4.09
2022-04-11,1,3.0
2022-04-11,2,3.77
2022-04-11,3,59.79
2022-04-11,4,47.98
2022-04-11,5,80.98
2022-04-11,6,25.05
2022-04-12,1,1.5
2022-04-12,2,3.33
2022-04-12,3,1.07
2022-04-12,4,0.92
2022-04-12,5,4.51
2022-04-12,6,1.5
2022-04-13,1,1.22
2022-04-13,2,1.22
2022-04-13,3,10.55
2022-04-13,4,5.1
2022-04-13,5,12.97
2022-04-13,6,4.78
2022-04-14,1,0.6
2022-04-14,2,1.54
2022-04-14,3,0.5
2022-04-14,4,0.6
2022-04-14,5,1.0
2022-04-14,6,8.55
2022-04-15,1,0.63
2022-04-15,2,1.55
2022-04-15,3,5.34
2022-04-15,4,2.33
2022-04-15,5,9.34
2022-04-15,6,4.48
2022-04-16,1,1.61
2022-04-16,2,1.61
2022-04-16,3,19.0
2022-04-16,4,24.0
2022-04-16,5,47.98
2022-04-16,6,2.5
2022-04-17,1,0.7
2022-04-17,2,1.0
2022-04-17,3,59.5
2022-04-17,4,58.99
2022-04-17,5,62.5
2022-04-17,6,39.98
2022-04-18,1,3.16
2022-04-18,2,1.08
2022-04-18,3,6.35
2022-04-18,4,5.29
2022-04-18,5,2.5
2022-04-18,6,1.08
2022-04-19,1,0.65
2022-04-19,2,1.43
2022-04-19,3,1.48
2022-04-19,4,1.46
2022-04-19,5,0.69
2022-04-19,6,5.33
2022-04-20,1,0.6
2022-04-20,2,1.0
2022-04-20,3,1.49
2022-04-20,4,1.01
2022-04-20,5,2.15
2022-04-20,6,2.95
2022-04-21,1,0.63
2022-04-21,2,0.6
2022-04-21,3,0.63
2022-04-21,4,0.67
2022-04-21,5,2.5
2022-04-21,6,2.09
2022-04-22,1,1.28
2022-04-22,2,2.0
2022-04-22,3,2.0
2022-04-22,4,16.98
2022-04-22,5,47.98
2022-04-22,6,2.0
2022-04-23,1,0.78
2022-04-23,2,0.77
2022-04-23,3,3.53
2022-04-23,4,4.1
2022-04-23,5,47.98
2022-04-23,6,0.79
2022-04-24,1,2.0
2022-04-24,2,4.9
2022-04-24,3,68.0
2022-04-24,4,59.0
2022-04-24,5,73.0
2022-04-24,6,1.5
2022-04-25,1,2.83
2022-04-25,2,6.37
2022-04-25,3,6.87
2022-04-25,4,2.78
2022-04-25,5,13.77
2022-04-25,6,7.89
2022-04-26,1,2.65
2022-04-26,2,4.77
2022-04-26,3,2.73
2022-04-26,4,1.5
2022-04-26,5,13.7
2022-04-26,6,3.83
2022-04-27,1,1.2
2022-04-27,2,3.06
2022-04-27,3,1.93
2022-04-27,4,0.82
2022-04-27,5,2.57
2022-04-27,6,2.45
2022-04-28,1,0.79
2022-04-28,2,2.49
2022-04-28,3,2.1
2022-04-28,4,2.13
2022-04-28,5,2.0
2022-04-28,6,2.58
2022-04-29,1,0.83
2022-04-29,2,2.95
2022-04-29,3,1.69
2022-04-29,4,1.17
2022-04-29,5,2.95
2022-04-29,6,2.5
2022-04-30,1,1.45
2022-04-30,2,1.49
2022-04-30,3,2.99
2022-04-30,4,1.36
2022-04-30,5,39.77
2022-04-30,6,4.95
2022-05-01,1,0.71
2022-05-01,2,0.71
2022-05-01,3,2.4
2022-05-01,4,1.49
2022-05-01,5,1.16
2022-05-01,6,1.16
2022-05-02,1,0.71
2022-05-02,2,1.43
2022-05-02,3,5.27
2022-05-02,4,2.94
2022-05-02,5,2.72
2022-05-02,6,4.95
2022-05-03,1,1.5
2022-05-03,2,1.95
2022-05-03,3,0.79
2022-05-03,4,0.71
2022-05-03,5,1.14
2022-05-03,6,4.86
2022-05-04,1,1.49
2022-05-04,2,2.95
2022-05-04,3,3.41
2022-05-04,4,5.4
2022-05-04,5,12.25
2022-05-04,6,4.84
2022-05-05,1,1.5
2022-05-05,2,4.05
2022-05-05,3,5.95
2022-05-05,4,1.16
2022-05-05,5,9.84
2022-05-05,6,11.51
2022-05-06,1,2.5
2022-05-06,2,3.86
2022-05-06,3,14.84
2022-05-06,4,4.3
2022-05-06,5,11.94
2022-05-06,6,9.95
2022-05-07,1,2.6
2022-05-07,2,2.95
2022-05-07,3,6.24
2022-05-07,4,2.95
2022-05-07,5,2.95
2022-05-07,6,4.95
2022-05-08,1,0.61
2022-05-08,2,2.95
2022-05-08,3,47.0
2022-05-08,4,44.0
2022-05-08,5,59.0
2022-05-08,6,2.5
2022-05-09,1,41.0
2022-05-09,2,50.0
2022-05-09,3,55.0
2022-05-09,4,52.0
2022-05-09,5,19.27
2022-05-09,6,32.0
2022-05-10,1,19.0
2022-05-10,2,10.8
2022-05-10,3,80.0
2022-05-10,4,42.0
2022-05-10,5,80.0
2022-05-10,6,39.9
2022-05-11,1,3.41
2022-05-11,2,4.95
2022-05-11,3,12.9
2022-05-11,4,5.52
2022-05-11,5,7.05
2022-05-11,6,0.84
2022-05-12,1,2.95
2022-05-12,2,19.9
2022-05-12,3,29.9
2022-05-12,4,35.0
2022-05-12,5,78.0
2022-05-12,6,19.9
2022-05-13,1,14.0
2022-05-13,2,24.9
2022-05-13,3,95.0
2022-05-13,4,70.0
2022-05-13,5,49.9
2022-05-13,6,39.98
2022-05-14,1,3.08
2022-05-14,2,2.49
2022-05-14,3,2.95
2022-05-14,4,1.2
2022-05-14,5,12.53
2022-05-14,6,1.08
2022-05-15,1,0.7
2022-05-15,2,1.71
2022-05-15,3,32.0
2022-05-15,4,29.9
2022-05-15,5,72.99
2022-05-15,6,5.4
2022-05-16,1,4.45
2022-05-16,2,4.95
2022-05-16,3,8.24
2022-05-16,4,3.55
2022-05-16,5,29.9
2022-05-16,6,2.95
2022-05-17,1,1.0
2022-05-17,2,2.82
2022-05-17,3,2.95
2022-05-17,4,3.95
2022-05-17,5,35.0
2022-05-17,6,4.95
2022-05-18,1,2.0
2022-05-18,2,35.0
2022-05-18,3,50.0
2022-05-18,4,39.9
2022-05-18,5,39.9
2022-05-18,6,49.9
2022-05-19,1,1.95
2022-05-19,2,1.95
2022-05-19,3,2.95
2022-05-19,4,3.1
2022-05-19,5,30.0
2022-05-19,6,0.85
2022-05-20,1,5.99
2022-05-20,2,4.25
2022-05-20,3,11.52
2022-05-20,4,7.0
2022-05-20,5,30.0
2022-05-20,6,7.0
2022-05-21,1,1.95
2022-05-21,2,1.95
2022-05-21,3,25.0
2022-05-21,4,20.0
2022-05-21,5,35.0
2022-05-21,6,1.99
2022-05-22,1,1.1
2022-05-22,2,10.0
2022-05-22,3,45.0
2022-05-22,4,23.75
2022-05-22,5,39.82
2022-05-22,6,1.1
2022-05-23,1,1.23
2022-05-23,2,1.95
2022-05-23,3,1.23
2022-05-23,4,1.23
2022-05-23,5,3.76
2022-05-23,6,2.45
2022-05-24,1,1.95
2022-05-24,2,3.55
2022-05-24,3,5.1
2022-05-24,4,3.95
2022-05-24,5,45.0
2022-05-24,6,1.99
2022-05-25,1,1.95
2022-05-25,2,2.45
2022-05-25,3,4.95
2022-05-25,4,40.0
2022-05-25,5,74.99
2022-05-25,6,17.06
2022-05-26,1,1.95
2022-05-26,2,5.0
2022-05-26,3,34.0
2022-05-26,4,68.0
2022-05-26,5,84.0
2022-05-26,6,15.0
2022-05-27,1,3.49
2022-05-27,2,9.9
2022-05-27,3,65.01
2022-05-27,4,69.95
2022-05-27,5,74.99
2022-05-27,6,39.95
2022-05-28,1,2.95
2022-05-28,2,9.9
2022-05-28,3,64.9
2022-05-28,4,77.0
2022-05-28,5,74.9
2022-05-28,6,2.67
2022-05-29,1,1.95
2022-05-29,2,45.0
2022-05-29,3,54.9
2022-05-29,4,64.9
2022-05-29,5,64.9
2022-05-29,6,3.76
2022-05-30,1,3.64
2022-05-30,2,15.0
2022-05-30,3,17.47
2022-05-30,4,5.95
2022-05-30,5,22.25
2022-05-30,6,6.34
2022-05-31,1,0.8
2022-05-31,2,1.05
2022-05-31,3,1.64
2022-05-31,4,1.96
2022-05-31,5,5.02
2022-05-31,6,2.49
2022-06-01,1,1.51
2022-06-01,2,14.9
2022-06-01,3,34.8
2022-06-01,4,34.8
2022-06-01,5,34.8
2022-06-01,6,12.75
2022-06-02,1,1.5
2022-06-02,2,1.95
2022-06-02,3,4.95
2022-06-02,4,3.95
2022-06-02,5,8.9
2022-06-02,6,5.49
2022-06-03,1,29.9
2022-06-03,2,2.49
2022-06-03,3,54.9
2022-06-03,4,44.49
2022-06-03,5,39.9
2022-06-03,6,49.9
2022-06-04,1,39.9
2022-06-04,2,39.9
2022-06-04,3,59.49
2022-06-04,4,54.9
2022-06-04,5,69.9
2022-06-04,6,49.9
2022-06-05,1,29.9
2022-06-05,2,9.9
2022-06-05,3,59.49
2022-06-05,4,3.95
2022-06-05,5,39.9
2022-06-05,6,4.35
2022-06-06,1,39.9
2022-06-06,2,9.9
2022-06-06,3,1.95
2022-06-06,4,4.45
2022-06-06,5,7.69
2022-06-06,6,3.95
2022-06-07,1,39.9
2022-06-07,2,49.9
2022-06-07,3,4.37
2022-06-07,4,3.95
2022-06-07,5,49.9
2022-06-07,6,29.9
2022-06-08,1,3.55
2022-06-08,2,9.9
2022-06-08,3,54.9
2022-06-08,4,12.9
2022-06-08,5,59.9
2022-06-08,6,6.95
2022-06-09,1,2.95
2022-06-09,2,18.8
2022-06-09,3,4.95
2022-06-09,4,3.55
2022-06-09,5,8.16
2022-06-09,6,7.0
2022-06-10,1,2.95
2022-06-10,2,3.08
2022-06-10,3,44.0
2022-06-10,4,72.5
2022-06-10,5,96.69
2022-06-10,6,63.0
2022-06-11,1,19.9
2022-06-11,2,49.9
2022-06-11,3,50.0
2022-06-11,4,29.9
2022-06-11,5,73.8
2022-06-11,6,79.69
2022-06-12,1,2.95
2022-06-12,2,19.75
2022-06-12,3,44.69
2022-06-12,4,42.9
2022-06-12,5,78.7
2022-06-12,6,40.0
2022-06-13,1,2.95
2022-06-13,2,48.7
2022-06-13,3,5.32
2022-06-13,4,2.95
2022-06-13,5,40.0
2022-06-13,6,6.95
2022-06-14,1,19.75
2022-06-14,2,39.75
2022-06-14,3,19.75
2022-06-14,4,12.01
2022-06-14,5,43.69
2022-06-14,6,39.75
2022-06-15,1,5.84
2022-06-15,2,3.5
2022-06-15,3,19.75
2022-06-15,4,10.15
2022-06-15,5,63.8
2022-06-15,6,44.69
2022-06-16,1,8.05
2022-06-16,2,20.5
2022-06-16,3,34.95
2022-06-16,4,29.75
2022-06-16,5,46.7
2022-06-16,6,2.5
2022-06-17,1,3.9
2022-06-17,2,37.75
2022-06-17,3,80.01
2022-06-17,4,61.9
2022-06-17,5,79.7
2022-06-17,6,64.9
2022-06-18,1,39.9
2022-06-18,2,39.9
2022-06-18,3,69.69
2022-06-18,4,51.4
2022-06-18,5,59.9
2022-06-18,6,49.9
2022-06-19,1,39.7
2022-06-19,2,57.0
2022-06-19,3,59.7
2022-06-19,4,55.0
2022-06-19,5,69.7
2022-06-19,6,40.2
2022-06-20,1,39.7
2022-06-20,2,49.9
2022-06-20,3,44.7
2022-06-20,4,34.7
2022-06-20,5,24.7
2022-06-20,6,29.6
2022-06-21,1,19.75
2022-06-21,2,34.95
2022-06-21,3,29.75
2022-06-21,4,19.75
2022-06-21,5,32.0
2022-06-21,6,34.95
2022-06-22,1,24.99
2022-06-22,2,41.75
2022-06-22,3,39.9
2022-06-22,4,34.95
2022-06-22,5,69.95
2022-06-22,6,29.99
2022-06-23,1,4.48
2022-06-23,2,4.07
2022-06-23,3,16.0
2022-06-23,4,6.82
2022-06-23,5,50.0
2022-06-23,6,39.8
2022-06-24,1,5.07
2022-06-24,2,41.75
2022-06-24,3,18.48
2022-06-24,4,7.95
2022-06-24,5,39.95
2022-06-24,6,59.95
2022-06-25,1,59.95
2022-06-25,2,61.0
2022-06-25,3,89.95
2022-06-25,4,69.95
2022-06-25,5,105.0
2022-06-25,6,79.8
2022-06-26,1,65.0
2022-06-26,2,59.0
2022-06-26,3,70.0
2022-06-26,4,68.3
2022-06-26,5,79.7
2022-06-26,6,83.1
2022-06-27,1,39.8
2022-06-27,2,57.8
2022-06-27,3,78.96
2022-06-27,4,55.0
2022-06-27,5,95.96
2022-06-27,6,60.8
2022-06-28,1,2.95
2022-06-28,2,4.22
2022-06-28,3,64.7
2022-06-28,4,55.0
2022-06-28,5,67.7
2022-06-28,6,56.96
