Date,EFA,Clearing Price
2023-02-01,6,2.29
2023-02-02,1,1.61
2023-02-02,2,1.94
2023-02-02,3,7.05
2023-02-02,4,2.05
2023-02-02,5,22.5
2023-02-02,6,3.94
2023-02-03,1,2.36
2023-02-03,2,2.58
2023-02-03,3,5.68
2023-02-03,4,2.12
2023-02-03,5,2.9
2023-02-03,6,2.05
2023-02-04,1,1.12
2023-02-04,2,1.09
2023-02-04,3,2.33
2023-02-04,4,1.5
2023-02-04,5,8.07
2023-02-04,6,2.98
2023-02-05,1,1.47
2023-02-05,2,4.47
2023-02-05,3,2.32
2023-02-05,4,4.24
2023-02-05,5,2.55
2023-02-05,6,2.29
2023-02-06,1,4.13
2023-02-06,2,2.35
2023-02-06,3,3.68
2023-02-06,4,2.78
2023-02-06,5,4.56
2023-02-06,6,7.07
2023-02-07,1,1.98
2023-02-07,2,2.15
2023-02-07,3,4.84
2023-02-07,4,7.3
2023-02-07,5,61.36
2023-02-07,6,8.9
2023-02-08,1,1.09
2023-02-08,2,2.03
2023-02-08,3,3.91
2023-02-08,4,2.1
2023-02-08,5,11.12
2023-02-08,6,9.28
2023-02-09,1,1.96
2023-02-09,2,2.02
2023-02-09,3,2.76
2023-02-09,4,1.96
2023-02-09,5,30.0
2023-02-09,6,4.0
2023-02-10,1,1.15
2023-02-10,2,2.02
2023-02-10,3,2.76
2023-02-10,4,1.55
2023-02-10,5,2.52
2023-02-10,6,2.79
2023-02-11,1,1.38
2023-02-11,2,4.59
2023-02-11,3,2.33
2023-02-11,4,1.72
2023-02-11,5,3.4
2023-02-11,6,2.64
2023-02-12,1,1.39
2023-02-12,2,2.12
2023-02-12,3,2.34
2023-02-12,4,1.95
2023-02-12,5,2.95
2023-02-12,6,2.65
2023-02-13,1,1.63
2023-02-13,2,4.87
2023-02-13,3,3.14
2023-02-13,4,2.12
2023-02-13,5,4.49
2023-02-13,6,2.96
2023-02-14,1,1.35
2023-02-14,2,4.87
2023-02-14,3,13.25
2023-02-14,4,19.8
2023-02-14,5,11.82
2023-02-14,6,2.72
2023-02-15,1,1.86
2023-02-15,2,2.03
2023-02-15,3,3.0
2023-02-15,4,1.7
2023-02-15,5,2.9
2023-02-15,6,1.96
2023-02-16,1,1.37
2023-02-16,2,1.95
2023-02-16,3,2.92
2023-02-16,4,1.68
2023-02-16,5,3.43
2023-02-16,6,1.17
2023-02-17,1,1.52
2023-02-17,2,2.04
2023-02-17,3,3.11
2023-02-17,4,1.93
2023-02-17,5,7.3
2023-02-17,6,2.66
2023-02-18,1,1.6
2023-02-18,2,2.05
2023-02-18,3,2.45
2023-02-18,4,1.67
2023-02-18,5,3.03
2023-02-18,6,2.56
2023-02-19,1,1.4
2023-02-19,2,2.05
2023-02-19,3,2.34
2023-02-19,4,2.68
2023-02-19,5,7.3
2023-02-19,6,2.56
2023-02-20,1,1.4
2023-02-20,2,2.47
2023-02-20,3,2.2
2023-02-20,4,1.86
2023-02-20,5,3.43
2023-02-20,6,1.93
2023-02-21,1,1.1
2023-02-21,2,1.95
2023-02-21,3,2.28
2023-02-21,4,2.0
2023-02-21,5,5.91
2023-02-21,6,1.97
2023-02-22,1,1.4
2023-02-22,2,3.2
2023-02-22,3,2.91
2023-02-22,4,3.2
2023-02-22,5,12.99
2023-02-22,6,2.0
2023-02-23,1,1.25
2023-02-23,2,1.93
2023-02-23,3,2.77
2023-02-23,4,3.24
2023-02-23,5,6.9
2023-02-23,6,2.29
2023-02-24,1,1.14
2023-02-24,2,2.56
2023-02-24,3,2.48
2023-02-24,4,1.69
2023-02-24,5,3.02
2023-02-24,6,1.14
2023-02-25,1,1.49
2023-02-25,2,3.56
2023-02-25,3,2.95
2023-02-25,4,3.24
2023-02-25,5,9.33
2023-02-25,6,1.2
2023-02-26,1,1.2
2023-02-26,2,1.9
2023-02-26,3,3.79
2023-02-26,4,2.28
2023-02-26,5,7.03
2023-02-26,6,4.41
2023-02-27,1,2.63
2023-02-27,2,2.01
2023-02-27,3,3.25
2023-02-27,4,6.19
2023-02-27,5,10.16
2023-02-27,6,2.2
2023-02-28,1,2.0
2023-02-28,2,2.95
2023-02-28,3,4.8
2023-02-28,4,4.55
2023-02-28,5,41.59
2023-02-28,6,3.15
2023-03-01,1,1.41
2023-03-01,2,2.12
2023-03-01,3,2.35
2023-03-01,4,10.12
2023-03-01,5,4.12
2023-03-01,6,2.49
2023-03-02,1,1.85
2023-03-02,2,1.97
2023-03-02,3,3.0
2023-03-02,4,4.75
2023-03-02,5,4.0
2023-03-02,6,2.5
2023-03-03,1,2.3
2023-03-03,2,5.26
2023-03-03,3,7.21
2023-03-03,4,2.25
2023-03-03,5,38.91
2023-03-03,6,2.45
2023-03-04,1,1.35
2023-03-04,2,1.95
2023-03-04,3,2.57
2023-03-04,4,1.72
2023-03-04,5,3.02
2023-03-04,6,2.5
2023-03-05,1,1.56
2023-03-05,2,2.0
2023-03-05,3,2.76
2023-03-05,4,1.72
2023-03-05,5,4.55
2023-03-05,6,3.67
2023-03-06,1,3.11
2023-03-06,2,2.03
2023-03-06,3,3.97
2023-03-06,4,1.64
2023-03-06,5,2.12
2023-03-06,6,2.0
2023-03-07,1,1.68
2023-03-07,2,3.0
2023-03-07,3,4.0
2023-03-07,4,3.0
2023-03-07,5,18.55
2023-03-07,6,4.0
2023-03-08,1,1.39
2023-03-08,2,2.03
2023-03-08,3,4.52
2023-03-08,4,2.6
2023-03-08,5,5.17
2023-03-08,6,4.0
2023-03-09,1,1.5
2023-03-09,2,2.01
2023-03-09,3,3.25
2023-03-09,4,2.0
2023-03-09,5,2.0
2023-03-09,6,5.06
2023-03-10,1,1.56
2023-03-10,2,2.01
2023-03-10,3,3.0
2023-03-10,4,1.28
2023-03-10,5,5.71
2023-03-10,6,1.44
2023-03-11,1,1.13
2023-03-11,2,2.0
2023-03-11,3,3.0
2023-03-11,4,3.0
2023-03-11,5,3.87
2023-03-11,6,0.96
2023-03-12,1,1.03
2023-03-12,2,2.0
2023-03-12,3,2.35
2023-03-12,4,1.17
2023-03-12,5,2.0
2023-03-12,6,3.08
2023-03-13,1,1.01
2023-03-13,2,2.02
2023-03-13,3,2.87
2023-03-13,4,0.93
2023-03-13,5,4.0
2023-03-13,6,1.9
2023-03-14,1,3.95
2023-03-14,2,1.09
2023-03-14,3,9.4
2023-03-14,4,2.45
2023-03-14,5,3.73
2023-03-14,6,3.86
2023-03-15,1,1.15
2023-03-15,2,1.07
2023-03-15,3,1.48
2023-03-15,4,1.06
2023-03-15,5,5.0
2023-03-15,6,2.95
2023-03-16,1,1.45
2023-03-16,2,2.41
2023-03-16,3,3.02
2023-03-16,4,1.54
2023-03-16,5,4.7
2023-03-16,6,1.73
2023-03-17,1,1.32
2023-03-17,2,4.54
2023-03-17,3,4.49
2023-03-17,4,4.0
2023-03-17,5,10.0
2023-03-17,6,4.49
2023-03-18,1,0.75
2023-03-18,2,1.09
2023-03-18,3,1.0
2023-03-18,4,0.74
2023-03-18,5,1.34
2023-03-18,6,1.89
2023-03-19,1,2.77
2023-03-19,2,3.04
2023-03-19,3,5.56
2023-03-19,4,2.53
2023-03-19,5,2.18
2023-03-19,6,2.23
2023-03-20,1,1.7
2023-03-20,2,0.88
2023-03-20,3,1.11
2023-03-20,4,0.5
2023-03-20,5,4.57
2023-03-20,6,1.35
2023-03-21,1,1.12
2023-03-21,2,1.0
2023-03-21,3,2.29
2023-03-21,4,1.26
2023-03-21,5,5.18
2023-03-21,6,1.08
2023-03-22,1,1.54
2023-03-22,2,1.15
2023-03-22,3,2.63
2023-03-22,4,1.16
2023-03-22,5,10.39
2023-03-22,6,2.0
2023-03-23,1,2.0
2023-03-23,2,1.15
2023-03-23,3,1.99
2023-03-23,4,1.66
2023-03-23,5,8.0
2023-03-23,6,2.25
2023-03-24,1,2.0
2023-03-24,2,1.15
2023-03-24,3,2.0
2023-03-24,4,3.28
2023-03-24,5,3.28
2023-03-24,6,3.16
2023-03-25,1,1.14
2023-03-25,2,1.92
2023-03-25,3,2.0
2023-03-25,4,2.01
2023-03-25,5,2.46
2023-03-25,6,3.0
2023-03-26,1,1.19
2023-03-26,2,1.03
2023-03-26,3,0.79
2023-03-26,4,0.79
2023-03-26,5,1.75
2023-03-26,6,0.82
2023-03-27,1,4.99
2023-03-27,2,1.05
2023-03-27,3,0.96
2023-03-27,4,1.26
2023-03-27,5,5.95
2023-03-27,6,2.01
2023-03-28,1,0.84
2023-03-28,2,0.85
2023-03-28,3,3.23
2023-03-28,4,2.0
2023-03-28,5,3.17
2023-03-28,6,1.04
2023-03-29,1,5.31
2023-03-29,2,5.44
2023-03-29,3,5.44
2023-03-29,4,5.17
2023-03-29,5,5.44
2023-03-29,6,5.44
2023-03-30,1,5.55
2023-03-30,2,1.13
2023-03-30,3,3.21
2023-03-30,4,1.21
2023-03-30,5,2.0
2023-03-30,6,1.87
2023-03-31,1,4.11
2023-03-31,2,0.69
2023-03-31,3,0.79
2023-03-31,4,1.0
2023-03-31,5,1.35
2023-03-31,6,2.88
2023-04-01,1,0.01
2023-04-01,2,0.01
2023-04-01,3,0.69
2023-04-01,4,0.68
2023-04-01,5,0.01
2023-04-01,6,0.01
2023-04-02,1,0.69
2023-04-02,2,0.69
2023-04-02,3,1.32
2023-04-02,4,1.11
2023-04-02,5,1.5
2023-04-02,6,1.35
2023-04-03,1,2.07
2023-04-03,2,0.71
2023-04-03,3,3.19
2023-04-03,4,1.42
2023-04-03,5,3.06
2023-04-03,6,1.19
2023-04-04,1,1.63
2023-04-04,2,1.63
2023-04-04,3,2.96
2023-04-04,4,1.63
2023-04-04,5,1.63
2023-04-04,6,3.56
2023-04-05,1,2.83
2023-04-05,2,2.83
2023-04-05,3,2.82
2023-04-05,4,0.85
2023-04-05,5,2.83
2023-04-05,6,1.6
2023-04-06,1,4.83
2023-04-06,2,5.36
2023-04-06,3,7.0
2023-04-06,4,4.89
2023-04-06,5,1.99
2023-04-06,6,1.99
2023-04-07,1,2.43
2023-04-07,2,3.23
2023-04-07,3,2.43
2023-04-07,4,2.43
2023-04-07,5,3.66
2023-04-07,6,2.43
2023-04-08,1,2.25
2023-04-08,2,2.25
2023-04-08,3,1.92
2023-04-08,4,1.59
2023-04-08,5,2.5
2023-04-08,6,0.65
2023-04-09,1,1.78
2023-04-09,2,3.1
2023-04-09,3,5.0
2023-04-09,4,1.47
2023-04-09,5,3.56
2023-04-09,6,1.9
2023-04-10,1,3.12
2023-04-10,2,1.9
2023-04-10,3,1.9
2023-04-10,4,1.47
2023-04-10,5,2.55
2023-04-10,6,2.4
2023-04-11,1,2.5
2023-04-11,2,2.5
2023-04-11,3,2.04
2023-04-11,4,1.4
2023-04-11,5,1.93
2023-04-11,6,1.87
2023-04-12,1,1.8
2023-04-12,2,1.24
2023-04-12,3,2.11
2023-04-12,4,2.43
2023-04-12,5,2.0
2023-04-12,6,0.63
2023-04-13,1,0.89
2023-04-13,2,0.89
2023-04-13,3,1.57
2023-04-13,4,3.6
2023-04-13,5,1.57
2023-04-13,6,1.57
2023-04-14,1,2.55
2023-04-14,2,3.68
2023-04-14,3,2.11
2023-04-14,4,1.23
2023-04-14,5,1.11
2023-04-14,6,1.41
2023-04-15,1,0.5
2023-04-15,2,0.55
2023-04-15,3,3.45
2023-04-15,4,1.9
2023-04-15,5,3.0
2023-04-15,6,2.94
2023-04-16,1,1.6
2023-04-16,2,1.6
2023-04-16,3,1.6
2023-04-16,4,0.5
2023-04-16,5,3.78
2023-04-16,6,1.6
2023-04-17,1,2.64
2023-04-17,2,2.64
2023-04-17,3,2.64
2023-04-17,4,1.39
2023-04-17,5,2.22
2023-04-17,6,0.62
2023-04-18,1,0.59
2023-04-18,2,0.9
2023-04-18,3,3.1
2023-04-18,4,1.8
2023-04-18,5,2.0
2023-04-18,6,1.05
2023-04-19,1,0.95
2023-04-19,2,0.15
2023-04-19,3,0.82
2023-04-19,4,1.31
2023-04-19,5,2.24
2023-04-19,6,1.37
2023-04-20,1,1.04
2023-04-20,2,0.46
2023-04-20,3,5.0
2023-04-20,4,0.97
2023-04-20,5,0.51
2023-04-20,6,0.97
2023-04-21,1,1.07
2023-04-21,2,3.95
2023-04-21,3,2.28
2023-04-21,4,2.13
2023-04-21,5,1.07
2023-04-21,6,1.48
2023-04-22,1,1.21
2023-04-22,2,0.91
2023-04-22,3,2.28
2023-04-22,4,2.96
2023-04-22,5,1.56
2023-04-22,6,1.54
2023-04-23,1,3.04
2023-04-23,2,2.92
2023-04-23,3,2.3
2023-04-23,4,1.5
2023-04-23,5,3.21
2023-04-23,6,1.14
2023-04-24,1,2.64
2023-04-24,2,3.18
2023-04-24,3,2.0
2023-04-24,4,1.9
2023-04-24,5,1.95
2023-04-24,6,1.95
2023-04-25,1,2.22
2023-04-25,2,1.44
2023-04-25,3,2.1
2023-04-25,4,1.44
2023-04-25,5,0.84
2023-04-25,6,2.0
2023-04-26,1,1.5
2023-04-26,2,1.5
2023-04-26,3,2.99
2023-04-26,4,1.92
2023-04-26,5,2.07
2023-04-26,6,2.0
2023-04-27,1,0.75
2023-04-27,2,2.15
2023-04-27,3,2.15
2023-04-27,4,1.5
2023-04-27,5,2.21
2023-04-27,6,3.88
2023-04-28,1,1.47
2023-04-28,2,1.47
2023-04-28,3,1.96
2023-04-28,4,1.65
2023-04-28,5,2.22
2023-04-28,6,1.47
2023-04-29,1,1.7
2023-04-29,2,1.35
2023-04-29,3,1.91
2023-04-29,4,1.23
2023-04-29,5,1.21
2023-04-29,6,1.58
2023-04-30,1,0.82
2023-04-30,2,0.5
2023-04-30,3,4.14
2023-04-30,4,0.67
2023-04-30,5,2.43
2023-04-30,6,2.43
2023-05-01,1,0.61
2023-05-01,2,2.84
2023-05-01,3,2.0
2023-05-01,4,1.01
2023-05-01,5,2.0
2023-05-01,6,1.03
2023-05-02,1,0.74
2023-05-02,2,1.07
2023-05-02,3,2.0
2023-05-02,4,2.0
2023-05-02,5,1.74
2023-05-02,6,1.76
2023-05-03,1,1.0
2023-05-03,2,1.57
2023-05-03,3,1.61
2023-05-03,4,1.31
2023-05-03,5,2.87
2023-05-03,6,0.76
2023-05-04,1,1.32
2023-05-04,2,1.29
2023-05-04,3,0.88
2023-05-04,4,2.19
2023-05-04,5,1.97
2023-05-04,6,1.24
2023-05-05,1,0.96
2023-05-05,2,0.67
2023-05-05,3,1.51
2023-05-05,4,0.79
2023-05-05,5,0.69
2023-05-05,6,1.52
2023-05-06,1,1.03
2023-05-06,2,0.57
2023-05-06,3,1.73
2023-05-06,4,0.77
2023-05-06,5,0.5
2023-05-06,6,3.17
2023-05-07,1,0.68
2023-05-07,2,1.38
2023-05-07,3,0.92
2023-05-07,4,2.27
2023-05-07,5,2.26
2023-05-07,6,1.28
2023-05-08,1,1.35
2023-05-08,2,1.35
2023-05-08,3,0.8
2023-05-08,4,0.64
2023-05-08,5,1.03
2023-05-08,6,0.66
2023-05-09,1,1.62
2023-05-09,2,1.2
2023-05-09,3,1.56
2023-05-09,4,0.77
2023-05-09,5,0.84
2023-05-09,6,0.53
2023-05-10,1,0.96
2023-05-10,2,0.9
2023-05-10,3,1.28
2023-05-10,4,0.77
2023-05-10,5,2.31
2023-05-10,6,1.03
2023-05-11,1,1.71
2023-05-11,2,1.44
2023-05-11,3,1.05
2023-05-11,4,1.86
2023-05-11,5,2.47
2023-05-11,6,1.12
2023-05-12,1,1.21
2023-05-12,2,2.56
2023-05-12,3,1.18
2023-05-12,4,0.68
2023-05-12,5,2.38
2023-05-12,6,1.61
2023-05-13,1,0.99
2023-05-13,2,0.52
2023-05-13,3,0.71
2023-05-13,4,2.15
2023-05-13,5,0.66
2023-05-13,6,0.98
2023-05-14,1,1.53
2023-05-14,2,2.0
2023-05-14,3,0.94
2023-05-14,4,1.27
2023-05-14,5,3.2
2023-05-14,6,1.47
2023-05-15,1,1.92
2023-05-15,2,1.92
2023-05-15,3,0.91
2023-05-15,4,0.6
2023-05-15,5,2.0
2023-05-15,6,1.3
2023-05-16,1,1.9
2023-05-16,2,0.45
2023-05-16,3,1.83
2023-05-16,4,0.7
2023-05-16,5,2.43
2023-05-16,6,0.63
2023-05-17,1,1.08
2023-05-17,2,0.5
2023-05-17,3,1.51
2023-05-17,4,1.17
2023-05-17,5,1.41
2023-05-17,6,1.28
2023-05-18,1,0.69
2023-05-18,2,1.64
2023-05-18,3,0.69
2023-05-18,4,1.17
2023-05-18,5,1.06
2023-05-18,6,1.2
2023-05-19,1,0.85
2023-05-19,2,2.0
2023-05-19,3,2.3
2023-05-19,4,0.96
2023-05-19,5,1.14
2023-05-19,6,2.27
2023-05-20,1,1.05
2023-05-20,2,0.87
2023-05-20,3,0.67
2023-05-20,4,0.62
2023-05-20,5,1.8
2023-05-20,6,1.17
2023-05-21,1,0.67
2023-05-21,2,0.76
2023-05-21,3,1.62
2023-05-21,4,0.68
2023-05-21,5,1.25
2023-05-21,6,1.52
2023-05-22,1,0.99
2023-05-22,2,0.78
2023-05-22,3,1.12
2023-05-22,4,0.9
2023-05-22,5,0.76
2023-05-22,6,1.47
2023-05-23,1,1.36
2023-05-23,2,1.36
2023-05-23,3,1.36
2023-05-23,4,1.36
2023-05-23,5,1.36
2023-05-23,6,1.36
2023-05-24,1,0.52
2023-05-24,2,0.57
2023-05-24,3,0.67
2023-05-24,4,3.19
2023-05-24,5,0.6
2023-05-24,6,0.5
2023-05-25,1,1.3
2023-05-25,2,0.66
2023-05-25,3,1.1
2023-05-25,4,0.49
2023-05-25,5,2.0
2023-05-25,6,0.72
2023-05-26,1,0.6
2023-05-26,2,5.12
2023-05-26,3,1.2
2023-05-26,4,0.74
2023-05-26,5,0.48
2023-05-26,6,0.6
2023-05-27,1,1.1
2023-05-27,2,1.1
2023-05-27,3,1.87
2023-05-27,4,1.8
2023-05-27,5,2.45
2023-05-27,6,1.54
2023-05-28,1,1.56
2023-05-28,2,0.98
2023-05-28,3,4.0
2023-05-28,4,1.35
2023-05-28,5,3.73
2023-05-28,6,2.33
2023-05-29,1,1.5
2023-05-29,2,0.83
2023-05-29,3,0.61
2023-05-29,4,2.18
2023-05-29,5,0.65
2023-05-29,6,0.65
2023-05-30,1,0.75
2023-05-30,2,2.18
2023-05-30,3,0.43
2023-05-30,4,4.0
2023-05-30,5,5.2
2023-05-30,6,1.69
2023-05-31,1,0.5
2023-05-31,2,0.5
2023-05-31,3,1.31
2023-05-31,4,0.69
2023-05-31,5,1.42
2023-05-31,6,0.61
2023-06-01,1,0.5
2023-06-01,2,0.5
2023-06-01,3,2.15
2023-06-01,4,1.32
2023-06-01,5,1.0
2023-06-01,6,0.6
2023-06-02,1,0.69
2023-06-02,2,0.85
2023-06-02,3,1.25
2023-06-02,4,0.69
2023-06-02,5,2.13
2023-06-02,6,1.27
2023-06-03,1,0.82
2023-06-03,2,0.88
2023-06-03,3,0.6
2023-06-03,4,1.17
2023-06-03,5,2.0
2023-06-03,6,0.8
2023-06-04,1,0.98
2023-06-04,2,0.41
2023-06-04,3,2.1
2023-06-04,4,0.89
2023-06-04,5,2.0
2023-06-04,6,0.6
2023-06-05,1,0.98
2023-06-05,2,0.5
2023-06-05,3,0.98
2023-06-05,4,1.03
2023-06-05,5,0.63
2023-06-05,6,0.69
2023-06-06,1,0.6
2023-06-06,2,0.52
2023-06-06,3,1.05
2023-06-06,4,2.16
2023-06-06,5,0.62
2023-06-06,6,1.14
2023-06-07,1,0.98
2023-06-07,2,0.6
2023-06-07,3,1.12
2023-06-07,4,1.04
2023-06-07,5,0.58
2023-06-07,6,0.71
2023-06-08,1,0.56
2023-06-08,2,0.63
2023-06-08,3,2.7
2023-06-08,4,0.63
2023-06-08,5,2.38
2023-06-08,6,1.29
2023-06-09,1,0.55
2023-06-09,2,1.91
2023-06-09,3,1.0
2023-06-09,4,1.0
2023-06-09,5,1.1
2023-06-09,6,0.64
2023-06-10,1,1.01
2023-06-10,2,0.75
2023-06-10,3,1.36
2023-06-10,4,0.6
2023-06-10,5,3.33
2023-06-10,6,0.55
2023-06-11,1,1.47
2023-06-11,2,0.51
2023-06-11,3,1.32
2023-06-11,4,1.52
2023-06-11,5,0.78
2023-06-11,6,3.03
2023-06-12,1,0.89
2023-06-12,2,0.89
2023-06-12,3,0.75
2023-06-12,4,0.59
2023-06-12,5,1.65
2023-06-12,6,1.01
2023-06-13,1,0.65
2023-06-13,2,4.0
2023-06-13,3,0.59
2023-06-13,4,4.75
2023-06-13,5,0.5
2023-06-13,6,1.09
2023-06-14,1,4.24
2023-06-14,2,4.24
2023-06-14,3,1.1
2023-06-14,4,0.64
2023-06-14,5,0.73
2023-06-14,6,0.87
2023-06-15,1,0.95
2023-06-15,2,0.6
2023-06-15,3,5.65
2023-06-15,4,2.7
2023-06-15,5,4.0
2023-06-15,6,0.95
2023-06-16,1,0.67
2023-06-16,2,1.47
2023-06-16,3,1.02
2023-06-16,4,0.58
2023-06-16,5,0.91
2023-06-16,6,0.98
2023-06-17,1,1.1
2023-06-17,2,1.47
2023-06-17,3,1.38
2023-06-17,4,1.13
2023-06-17,5,1.69
2023-06-17,6,1.37
2023-06-18,1,0.45
2023-06-18,2,2.22
2023-06-18,3,2.11
2023-06-18,4,0.6
2023-06-18,5,3.83
2023-06-18,6,2.25
2023-06-19,1,1.5
2023-06-19,2,1.47
2023-06-19,3,1.41
2023-06-19,4,2.0
2023-06-19,5,0.72
2023-06-19,6,1.28
2023-06-20,1,0.99
2023-06-20,2,0.99
2023-06-20,3,1.17
2023-06-20,4,1.6
2023-06-20,5,2.0
2023-06-20,6,1.18
2023-06-21,1,1.0
2023-06-21,2,0.65
2023-06-21,3,1.81
2023-06-21,4,2.0
2023-06-21,5,0.68
2023-06-21,6,1.19
2023-06-22,1,0.99
2023-06-22,2,0.65
2023-06-22,3,2.21
2023-06-22,4,1.78
2023-06-22,5,1.59
2023-06-22,6,2.0
2023-06-23,1,0.6
2023-06-23,2,1.9
2023-06-23,3,1.81
2023-06-23,4,1.5
2023-06-23,5,1.29
2023-06-23,6,2.8
2023-06-24,1,0.98
2023-06-24,2,1.81
2023-06-24,3,1.5
2023-06-24,4,0.98
2023-06-24,5,1.68
2023-06-24,6,1.23
2023-06-25,1,1.29
2023-06-25,2,0.5
2023-06-25,3,1.74
2023-06-25,4,1.58
2023-06-25,5,1.5
2023-06-25,6,4.23
2023-06-26,1,1.35
2023-06-26,2,2.32
2023-06-26,3,1.5
2023-06-26,4,1.44
2023-06-26,5,1.15
2023-06-26,6,2.26
2023-06-27,1,0.99
2023-06-27,2,0.99
2023-06-27,3,2.05
2023-06-27,4,0.7
2023-06-27,5,0.99
2023-06-27,6,1.74
2023-06-28,1,1.02
2023-06-28,2,1.17
2023-06-28,3,1.66
2023-06-28,4,0.99
2023-06-28,5,3.71
2023-06-28,6,2.27
