Date,EFA,Clearing Price
2024-02-22,3,1.48
2024-02-22,4,1.0
2024-02-22,5,1.25
2024-02-22,6,1.5
2024-02-23,1,1.49
2024-02-23,2,3.5
2024-02-23,3,1.08
2024-02-23,4,1.25
2024-02-23,5,0.9
2024-02-23,6,0.64
2024-02-24,1,0.94
2024-02-24,2,1.19
2024-02-24,3,1.0
2024-02-24,4,0.87
2024-02-24,5,0.75
2024-02-24,6,0.5
2024-02-25,1,1.05
2024-02-25,2,1.2
2024-02-25,3,1.0
2024-02-25,4,1.17
2024-02-25,5,1.25
2024-02-25,6,0.7
2024-02-26,1,1.3
2024-02-26,2,2.2
2024-02-26,3,1.17
2024-02-26,4,1.32
2024-02-26,5,1.21
2024-02-26,6,1.22
2024-02-27,1,1.23
2024-02-27,2,2.19
2024-02-27,3,1.0
2024-02-27,4,1.17
2024-02-27,5,0.5
2024-02-27,6,1.0
2024-02-28,1,1.19
2024-02-28,2,1.3
2024-02-28,3,1.73
2024-02-28,4,1.22
2024-02-28,5,1.5
2024-02-28,6,1.99
2024-02-29,1,2.05
2024-02-29,2,4.9
2024-02-29,3,2.41
2024-02-29,4,1.21
2024-02-29,5,1.06
2024-02-29,6,0.57
2024-03-01,1,1.26
2024-03-01,2,2.5
2024-03-01,3,1.0
2024-03-01,4,1.35
2024-03-01,5,0.9
2024-03-01,6,1.56
2024-03-02,1,3.0
2024-03-02,2,6.37
2024-03-02,3,2.13
2024-03-02,4,2.08
2024-03-02,5,1.31
2024-03-02,6,1.1
2024-03-03,1,1.19
2024-03-03,2,1.38
2024-03-03,3,1.94
2024-03-03,4,1.34
2024-03-03,5,1.53
2024-03-03,6,1.0
2024-03-04,1,1.33
2024-03-04,2,1.91
2024-03-04,3,1.49
2024-03-04,4,1.16
2024-03-04,5,0.65
2024-03-04,6,1.17
2024-03-05,1,3.0
2024-03-05,2,1.49
2024-03-05,3,1.6
2024-03-05,4,1.56
2024-03-05,5,1.5
2024-03-05,6,1.49
2024-03-06,1,1.29
2024-03-06,2,1.66
2024-03-06,3,1.49
2024-03-06,4,1.49
2024-03-06,5,1.25
2024-03-06,6,1.09
2024-03-07,1,1.25
2024-03-07,2,2.22
2024-03-07,3,2.43
2024-03-07,4,5.29
2024-03-07,5,2.2
2024-03-07,6,2.12
2024-03-08,1,1.49
2024-03-08,2,1.49
2024-03-08,3,1.49
2024-03-08,4,5.0
2024-03-08,5,2.3
2024-03-08,6,1.5
2024-03-09,1,1.15
2024-03-09,2,1.49
2024-03-09,3,1.0
2024-03-09,4,2.79
2024-03-09,5,5.4
2024-03-09,6,1.49
2024-03-10,1,1.3
2024-03-10,2,3.25
2024-03-10,3,2.38
2024-03-10,4,1.49
2024-03-10,5,1.17
2024-03-10,6,1.5
2024-03-11,1,1.31
2024-03-11,2,4.32
2024-03-11,3,1.0
2024-03-11,4,0.9
2024-03-11,5,0.84
2024-03-11,6,1.1
2024-03-12,1,0.87
2024-03-12,2,1.21
2024-03-12,3,2.31
2024-03-12,4,3.42
2024-03-12,5,2.68
2024-03-12,6,2.4
2024-03-13,1,8.04
2024-03-13,2,4.97
2024-03-13,3,7.0
2024-03-13,4,6.25
2024-03-13,5,2.4
2024-03-13,6,2.2
2024-03-14,1,4.0
2024-03-14,2,3.98
2024-03-14,3,2.74
2024-03-14,4,1.69
2024-03-14,5,1.44
2024-03-14,6,1.99
2024-03-15,1,1.06
2024-03-15,2,3.96
2024-03-15,3,1.51
2024-03-15,4,1.49
2024-03-15,5,2.5
2024-03-15,6,2.12
2024-03-16,1,1.06
2024-03-16,2,1.12
2024-03-16,3,0.85
2024-03-16,4,1.49
2024-03-16,5,1.1
2024-03-16,6,1.37
2024-03-17,1,1.03
2024-03-17,2,2.74
2024-03-17,3,1.76
2024-03-17,4,1.0
2024-03-17,5,0.83
2024-03-17,6,0.95
2024-03-18,1,1.7299999999999998
2024-03-18,2,1.29
2024-03-18,3,1.0
2024-03-18,4,2.0
2024-03-18,5,1.58
2024-03-18,6,2.16
2024-03-19,1,2.33
2024-03-19,2,3.5
2024-03-19,3,2.42
2024-03-19,4,3.78
2024-03-19,5,4.69
2024-03-19,6,1.48
2024-03-20,1,1.49
2024-03-20,2,1.49
2024-03-20,3,1.03
2024-03-20,4,2.97
2024-03-20,5,2.5
2024-03-20,6,1.54
2024-03-21,1,1.12
2024-03-21,2,3.05
2024-03-21,3,1.48
2024-03-21,4,3.6
2024-03-21,5,5.5
2024-03-21,6,4.69
2024-03-22,1,1.27
2024-03-22,2,4.15
2024-03-22,3,1.0
2024-03-22,4,2.35
2024-03-22,5,2.34
2024-03-22,6,2.76
2024-03-23,1,1.6000000000000003
2024-03-23,2,2.7
2024-03-23,3,1.59
2024-03-23,4,3.3999999999999995
2024-03-23,5,3.3200000000000003
2024-03-23,6,1.37
2024-03-24,1,3.0
2024-03-24,2,4.0
2024-03-24,3,4.57
2024-03-24,4,2.72
2024-03-24,5,2.06
2024-03-24,6,1.48
2024-03-25,1,1.63
2024-03-25,2,4.5
2024-03-25,3,0.9499999999999998
2024-03-25,4,1.62
2024-03-25,5,1.0
2024-03-25,6,1.64
2024-03-26,1,3.5
2024-03-26,2,4.75
2024-03-26,3,1.99
2024-03-26,4,3.0
2024-03-26,5,2.76
2024-03-26,6,2.17
2024-03-27,1,1.38
2024-03-27,2,2.57
2024-03-27,3,2.61
2024-03-27,4,2.61
2024-03-27,5,2.34
2024-03-27,6,1.28
2024-03-28,1,1.57
2024-03-28,2,3.5
2024-03-28,3,1.39
2024-03-28,4,6.0
2024-03-28,5,4.0
2024-03-28,6,2.75
2024-03-29,1,2.27
2024-03-29,2,1.49
2024-03-29,3,1.19
2024-03-29,4,6.0
2024-03-29,5,3.3200000000000003
2024-03-29,6,2.1
2024-03-30,1,2.4
2024-03-30,2,1.47
2024-03-30,3,1.18
2024-03-30,4,2.0
2024-03-30,5,2.75
2024-03-30,6,2.02
2024-03-31,1,0.829635065
2024-03-31,2,2.0
2024-03-31,3,3.9
2024-03-31,4,4.37
2024-03-31,5,0.65
2024-03-31,6,1.7000000000000002
2024-04-01,1,3.5
2024-04-01,2,2.25
2024-04-01,3,2.94
2024-04-01,4,3.0
2024-04-01,5,1.0
2024-04-01,6,1.07
2024-04-02,1,2.0
2024-04-02,2,1.25
2024-04-02,3,1.0
2024-04-02,4,1.0
2024-04-02,5,1.18
2024-04-02,6,1.36
2024-04-03,1,5.21
2024-04-03,2,1.48
2024-04-03,3,2.25
2024-04-03,4,2.35
2024-04-03,5,1.48
2024-04-03,6,3.0
2024-04-04,1,2.07
2024-04-04,2,1.25
2024-04-04,3,1.32
2024-04-04,4,0.71
2024-04-04,5,1.0
2024-04-04,6,1.92
2024-04-05,1,7.0
2024-04-05,2,1.9499999999999995
2024-04-05,3,4.07
2024-04-05,4,6.0
2024-04-05,5,1.16
2024-04-05,6,1.32
2024-04-06,1,1.49
2024-04-06,2,2.87
2024-04-06,3,8.0
2024-04-06,4,2.9200000000000004
2024-04-06,5,4.5
2024-04-06,6,4.1
2024-04-07,1,7.15
2024-04-07,2,6.860000000000001
2024-04-07,3,7.0
2024-04-07,4,3.3600000000000003
2024-04-07,5,1.89
2024-04-07,6,7.94
2024-04-08,1,4.0
2024-04-08,2,3.0
2024-04-08,3,2.2
2024-04-08,4,0.4499999999999999
2024-04-08,5,2.0
2024-04-08,6,1.95
2024-04-09,1,2.75
2024-04-09,2,1.62
2024-04-09,3,4.54
2024-04-09,4,4.0
2024-04-09,5,1.8
2024-04-09,6,7.25
2024-04-10,1,3.5700000000000003
2024-04-10,2,2.43
2024-04-10,3,2.7
2024-04-10,4,4.5
2024-04-10,5,2.04
2024-04-10,6,4.18
2024-04-11,1,5.77
2024-04-11,2,2.27
2024-04-11,3,1.25
2024-04-11,4,2.4
2024-04-11,5,3.45
2024-04-11,6,2.41
2024-04-12,1,4.5
2024-04-12,2,1.49
2024-04-12,3,4.85
2024-04-12,4,4.25
2024-04-12,5,2.52
2024-04-12,6,4.0
2024-04-13,1,3.0
2024-04-13,2,2.48
2024-04-13,3,6.070000000000001
2024-04-13,4,4.0
2024-04-13,5,2.25
2024-04-13,6,3.24
2024-04-14,1,3.23
2024-04-14,2,2.72
2024-04-14,3,1.53
2024-04-14,4,5.91
2024-04-14,5,1.1
2024-04-14,6,3.17
2024-04-15,1,6.5
2024-04-15,2,2.48
2024-04-15,3,4.75
2024-04-15,4,3.7599999999999993
2024-04-15,5,2.77
2024-04-15,6,4.94
2024-04-16,1,6.5
2024-04-16,2,4.0
2024-04-16,3,5.0
2024-04-16,4,2.79
2024-04-16,5,4.0
2024-04-16,6,2.53
2024-04-17,1,4.5
2024-04-17,2,3.0
2024-04-17,3,3.01
2024-04-17,4,1.1
2024-04-17,5,1.1
2024-04-17,6,1.6
2024-04-18,1,1.38
2024-04-18,2,1.5
2024-04-18,3,4.5
2024-04-18,4,3.75
2024-04-18,5,4.0
2024-04-18,6,4.39
2024-04-19,1,7.61
2024-04-19,2,4.0
2024-04-19,3,7.0
2024-04-19,4,7.0
2024-04-19,5,2.24
2024-04-19,6,2.13
2024-04-20,1,4.0
2024-04-20,2,2.5
2024-04-20,3,5.0
2024-04-20,4,5.5
2024-04-20,5,1.22
2024-04-20,6,1.48
2024-04-21,1,2.35
2024-04-21,2,5.0
2024-04-21,3,1.48
2024-04-21,4,1.5
2024-04-21,5,1.43
2024-04-21,6,2.0
2024-04-22,1,3.0
2024-04-22,2,2.59
2024-04-22,3,3.17
2024-04-22,4,3.17
2024-04-22,5,1.28
2024-04-22,6,1.79
2024-04-23,1,3.75
2024-04-23,2,0.8
2024-04-23,3,2.13
2024-04-23,4,1.49
2024-04-23,5,1.23
2024-04-23,6,2.75
2024-04-24,1,4.0
2024-04-24,2,2.02
2024-04-24,3,1.8700000000000003
2024-04-24,4,1.48
2024-04-24,5,1.61
2024-04-24,6,1.0
2024-04-25,1,2.47
2024-04-25,2,1.25
2024-04-25,3,1.74
2024-04-25,4,1.75
2024-04-25,5,0.78
2024-04-25,6,2.05
2024-04-26,1,2.92
2024-04-26,2,1.0
2024-04-26,3,1.49
2024-04-26,4,1.28
2024-04-26,5,1.3
2024-04-26,6,0.57
2024-04-27,1,0.7
2024-04-27,2,0.82
2024-04-27,3,1.0
2024-04-27,4,1.1
2024-04-27,5,1.1
2024-04-27,6,1.02
2024-04-28,1,5.0
2024-04-28,2,0.97
2024-04-28,3,1.36
2024-04-28,4,3.09
2024-04-28,5,1.75
2024-04-28,6,1.5600000000000005
2024-04-29,1,2.5
2024-04-29,2,2.11
2024-04-29,3,6.059999999999999
2024-04-29,4,2.75
2024-04-29,5,3.07
2024-04-29,6,1.49
2024-04-30,1,2.2
2024-04-30,2,1.75
2024-04-30,3,4.16
2024-04-30,4,1.91
2024-04-30,5,0.86
2024-04-30,6,1.64
2024-05-01,1,1.56
2024-05-01,2,1.43
2024-05-01,3,1.08
2024-05-01,4,1.39
2024-05-01,5,0.95
2024-05-01,6,1.19
2024-05-02,1,3.25
2024-05-02,2,0.72
2024-05-02,3,1.92
2024-05-02,4,4.0
2024-05-02,5,0.8
2024-05-02,6,1.29
2024-05-03,1,1.39
2024-05-03,2,1.0
2024-05-03,3,0.7
2024-05-03,4,1.9099999999999997
2024-05-03,5,0.53
2024-05-03,6,0.96
2024-05-04,1,1.13
2024-05-04,2,0.66
2024-05-04,3,1.19
2024-05-04,4,1.26
2024-05-04,5,0.65
2024-05-04,6,1.0
2024-05-05,1,1.5
2024-05-05,2,0.55
2024-05-05,3,0.16
2024-05-05,4,0.75
2024-05-05,5,0.8
2024-05-05,6,1.25
2024-05-06,1,1.75
2024-05-06,2,1.26
2024-05-06,3,1.04
2024-05-06,4,1.0
2024-05-06,5,0.5
2024-05-06,6,1.02
2024-05-07,1,1.98
2024-05-07,2,1.06
2024-05-07,3,1.02
2024-05-07,4,1.5
2024-05-07,5,1.0
2024-05-07,6,1.0
2024-05-08,1,1.6399999999999997
2024-05-08,2,1.19
2024-05-08,3,1.5
2024-05-08,4,1.62
2024-05-08,5,1.34
2024-05-08,6,1.0
2024-05-09,1,1.5400000000000005
2024-05-09,2,1.0
2024-05-09,3,1.0
2024-05-09,4,1.03
2024-05-09,5,1.56
2024-05-09,6,0.8399999999999999
2024-05-10,1,0.8200000000000001
2024-05-10,2,1.17
2024-05-10,3,1.8899999999999997
2024-05-10,4,1.91
2024-05-10,5,1.0
2024-05-10,6,0.62
2024-05-11,1,0.6
2024-05-11,2,0.71
2024-05-11,3,3.0
2024-05-11,4,2.63
2024-05-11,5,1.29
2024-05-11,6,1.76
2024-05-12,1,3.0400000000000005
2024-05-12,2,2.25
2024-05-12,3,4.75
2024-05-12,4,5.5
2024-05-12,5,2.84
2024-05-12,6,1.66
2024-05-13,1,1.73
2024-05-13,2,0.9000000000000001
2024-05-13,3,1.73
2024-05-13,4,3.0
2024-05-13,5,1.91
2024-05-13,6,1.89
2024-05-14,1,7.35
2024-05-14,2,1.97
2024-05-14,3,1.91
2024-05-14,4,1.5
2024-05-14,5,2.06
2024-05-14,6,1.0
2024-05-15,1,1.11
2024-05-15,2,0.5
2024-05-15,3,0.71
2024-05-15,4,2.6
2024-05-15,5,0.79
2024-05-15,6,0.8399999999999999
2024-05-16,1,1.35
2024-05-16,2,0.29
2024-05-16,3,1.0
2024-05-16,4,2.2
2024-05-16,5,1.5
2024-05-16,6,1.11
2024-05-17,1,1.39
2024-05-17,2,0.54
2024-05-17,3,1.54
2024-05-17,4,1.0
2024-05-17,5,0.5
2024-05-17,6,0.84
2024-05-18,1,1.63
2024-05-18,2,1.0
2024-05-18,3,1.53
2024-05-18,4,3.17
2024-05-18,5,0.07
2024-05-18,6,0.8
2024-05-19,1,1.0
2024-05-19,2,0.93
2024-05-19,3,1.5
2024-05-19,4,1.57
2024-05-19,5,0.33
2024-05-19,6,0.84
2024-05-20,1,1.25
2024-05-20,2,0.7
2024-05-20,3,1.05
2024-05-20,4,0.78
2024-05-20,5,0.1
2024-05-20,6,1.5
2024-05-21,1,1.31
2024-05-21,2,0.17
2024-05-21,3,1.0
2024-05-21,4,1.8400000000000003
2024-05-21,5,0.66
2024-05-21,6,1.2
2024-05-22,1,1.52
2024-05-22,2,0.4499999999999999
2024-05-22,3,0.85
2024-05-22,4,0.55
2024-05-22,5,0.75
2024-05-22,6,2.8800000000000003
2024-05-23,1,7.0
2024-05-23,2,1.86
2024-05-23,3,1.75
2024-05-23,4,1.24
2024-05-23,5,1.48
2024-05-23,6,4.75
2024-05-24,1,2.77
2024-05-24,2,1.15
2024-05-24,3,2.37
2024-05-24,4,2.5
2024-05-24,5,1.7
2024-05-24,6,0.6
2024-05-25,1,0.61
2024-05-25,2,1.04
2024-05-25,3,2.1
2024-05-25,4,2.46
2024-05-25,5,0.6
2024-05-25,6,0.88
2024-05-26,1,0.66
2024-05-26,2,0.72
2024-05-26,3,3.0
2024-05-26,4,1.87
2024-05-26,5,1.0
2024-05-26,6,2.5
2024-05-27,1,2.0
2024-05-27,2,1.14
2024-05-27,3,1.57
2024-05-27,4,1.1
2024-05-27,5,0.9000000000000001
2024-05-27,6,0.84
2024-05-28,1,1.19
2024-05-28,2,0.65
2024-05-28,3,0.58
2024-05-28,4,1.15
2024-05-28,5,1.0
2024-05-28,6,2.5
2024-05-29,1,3.75
2024-05-29,2,1.04
2024-05-29,3,0.7
2024-05-29,4,1.58
2024-05-29,5,1.37
2024-05-29,6,2.05
2024-05-30,1,7.5
2024-05-30,2,1.2
2024-05-30,3,3.7
2024-05-30,4,2.4
2024-05-30,5,1.06
2024-05-30,6,2.5
2024-05-31,1,7.0
2024-05-31,2,0.85
2024-05-31,3,2.2
2024-05-31,4,2.5
2024-05-31,5,1.91
2024-05-31,6,1.17
2024-06-01,1,1.4
2024-06-01,2,1.09
2024-06-01,3,2.87
2024-06-01,4,3.25
2024-06-01,5,1.25
2024-06-01,6,0.7599999999999999
2024-06-02,1,3.0
2024-06-02,2,1.5
2024-06-02,3,6.5
2024-06-02,4,3.46
2024-06-02,5,1.1
2024-06-02,6,2.6
2024-06-03,1,4.0
2024-06-03,2,1.1
2024-06-03,3,1.1
2024-06-03,4,1.31
2024-06-03,5,0.5
2024-06-03,6,1.0
2024-06-04,1,3.49
2024-06-04,2,1.92
2024-06-04,3,6.74
2024-06-04,4,3.47
2024-06-04,5,2.94
2024-06-04,6,2.45
2024-06-05,1,7.78
2024-06-05,2,1.51
2024-06-05,3,7.75
2024-06-05,4,4.47
2024-06-05,5,1.05
2024-06-05,6,1.5
2024-06-06,1,1.74
2024-06-06,2,1.03
2024-06-06,3,3.1
2024-06-06,4,3.1
2024-06-06,5,0.4
2024-06-06,6,0.87
2024-06-07,1,3.25
2024-06-07,2,1.25
2024-06-07,3,7.02
2024-06-07,4,3.5099999999999993
2024-06-07,5,1.38
2024-06-07,6,1.33
2024-06-08,1,1.86
2024-06-08,2,2.2
2024-06-08,3,6.0
2024-06-08,4,6.88
2024-06-08,5,1.73
2024-06-08,6,4.36
2024-06-09,1,1.91
2024-06-09,2,4.25
2024-06-09,3,3.81
2024-06-09,4,5.45
2024-06-09,5,1.62
2024-06-09,6,1.79
2024-06-10,1,6.0
2024-06-10,2,1.29
2024-06-10,3,2.82
2024-06-10,4,7.0
2024-06-10,5,1.24
2024-06-10,6,2.06
2024-06-11,1,4.75
2024-06-11,2,1.21
2024-06-11,3,1.48
2024-06-11,4,2.0
2024-06-11,5,0.78
2024-06-11,6,1.18
2024-06-12,1,1.7800000000000002
2024-06-12,2,1.25
2024-06-12,3,0.7
2024-06-12,4,0.82
2024-06-12,5,0.19
2024-06-12,6,1.5
2024-06-13,1,3.0
2024-06-13,2,1.25
2024-06-13,3,2.27
2024-06-13,4,4.7
2024-06-13,5,1.72
2024-06-13,6,2.65
2024-06-14,1,6.25
2024-06-14,2,0.97
2024-06-14,3,1.91
2024-06-14,4,3.85
2024-06-14,5,1.0
2024-06-14,6,1.91
2024-06-15,1,5.5
2024-06-15,2,1.1
2024-06-15,3,4.25
2024-06-15,4,3.0
2024-06-15,5,1.15
2024-06-15,6,2.57
2024-06-16,1,5.5
2024-06-16,2,3.27
2024-06-16,3,1.4
2024-06-16,4,2.71
2024-06-16,5,0.22
2024-06-16,6,5.19
2024-06-17,1,4.7
2024-06-17,2,3.05
2024-06-17,3,5.53
2024-06-17,4,3.25
2024-06-17,5,1.12
2024-06-17,6,5.75
2024-06-18,1,5.0
2024-06-18,2,3.05
2024-06-18,3,3.939999999999999
2024-06-18,4,6.0
2024-06-18,5,2.27
2024-06-18,6,1.81
2024-06-19,1,4.67
2024-06-19,2,0.5
2024-06-19,3,3.17
2024-06-19,4,4.0
2024-06-19,5,0.71
2024-06-19,6,2.25
2024-06-20,1,2.63
2024-06-20,2,0.45
2024-06-20,3,3.0
2024-06-20,4,2.5
2024-06-20,5,0.5
2024-06-20,6,1.91
2024-06-21,1,3.5
2024-06-21,2,1.23
2024-06-21,3,4.0
2024-06-21,4,2.63
2024-06-21,5,0.5
2024-06-21,6,1.4
2024-06-22,1,2.41
2024-06-22,2,1.02
2024-06-22,3,2.1
2024-06-22,4,3.1
2024-06-22,5,0.35
2024-06-22,6,1.4
2024-06-23,1,3.0
2024-06-23,2,2.91
2024-06-23,3,0.97
2024-06-23,4,0.5
2024-06-23,5,0.45
2024-06-23,6,1.74
2024-06-24,1,2.73
2024-06-24,2,0.8999999999999999
2024-06-24,3,1.7200000000000002
2024-06-24,4,2.7
2024-06-24,5,0.77
2024-06-24,6,1.95
2024-06-25,1,2.21
2024-06-25,2,0.8
